Ego_Position(m),Ego_Velocity(m/s),Obs_Position(m),Obs_Velocity(m),Time(s)
0.0,0.0,100.0,0.0,1.7166e-05
0.0,0.0,100.0,0.0,0.09675765
0.0,0.0,100.0,0.0,0.206990004
0.0,0.0,100.0,0.0,0.31726408
0.0,0.0,100.0,0.0,0.426914453
0.0,0.0,100.0,0.0,0.536364555
0.0,0.0,100.0,0.0,0.646804571
0.0,0.027777778191698924,100.0,0.0,0.756337166
0.0030371481008125882,0.166666673289405,100.0,0.0,0.865743875
0.021460785666235476,0.166666673289405,100.0,0.0,0.976354837
0.03973537189240226,0.1111111127667957,100.0,0.0,1.086071253
0.052131336743783195,0.1388888888888889,100.0,0.0,1.197709084
0.0673271766048943,0.1944444411330753,100.0,0.0,1.307184935
0.08868229518566324,0.1944444411330753,100.0,0.0,1.417079687
0.10970492582764997,0.2500000099341075,100.0,0.0,1.525258541
0.13765616743833248,0.3055555621782939,100.0,0.0,1.637135029
0.17105765746784582,0.361111130979326,100.0,0.0,1.746517897
0.21075160434623808,0.4166666666666667,100.0,0.0,1.856501102
0.25644512142957143,0.500000019868215,100.0,0.0,1.966248751
0.31213445814246676,0.5833333730697632,100.0,0.0,2.0776968
0.3764667095247533,0.6944444444444444,100.0,0.0,2.18806529
0.4522682546636422,0.7777777645323012,100.0,0.0,2.297289133
0.5374458072130771,0.861111150847541,100.0,0.0,2.406867742
0.6330868884875965,0.8888889021343656,100.0,0.0,2.518003225
0.7299515903754374,0.91666665342119,100.0,0.0,2.627043962
0.8305911911712344,1.0277777910232544,100.0,0.0,2.736908913
0.9426333942262883,1.1666667461395264,100.0,0.0,2.845989943
1.071305127991354,1.25,100.0,0.0,2.9563319679999998
1.209459456741354,1.25,100.0,0.0,3.066911459
1.346817764241354,1.3611111376020644,100.0,0.0,3.176843166
1.4959135352542774,1.5277777777777777,100.0,0.0,3.286445618
1.664930915532055,1.6111111640930176,100.0,0.0,3.397144318
1.8434962367375662,1.5277777777777777,100.0,0.0,3.50808382
2.0089862149320106,1.6666666666666667,100.0,0.0,3.616472244
2.1924254699320107,1.777777804268731,100.0,0.0,3.726595879
2.3885030301871275,1.7500000529819064,100.0,0.0,3.836977005
2.5793460222149704,1.91666669315762,100.0,0.0,3.946093082
2.7921422973227723,2.055555582046509,100.0,0.0,4.057184935
3.015797390371792,1.8888889418707953,100.0,0.0,4.166057348
3.2256677342584963,2.250000105963813,100.0,0.0,4.277237654
3.471910090355286,2.166666719648573,100.0,0.0,4.386748552
3.7098056653392577,2.361111111111111,100.0,0.0,4.496608973
3.9684749547837024,2.361111111111111,100.0,0.0,4.606229067
4.229683071450369,2.361111111111111,100.0,0.0,4.716925859
4.488848869505924,2.444444497426351,100.0,0.0,4.826759815
4.754720346824088,2.41666661368476,100.0,0.0,4.935582876
5.024206966165986,2.66666677263048,100.0,0.0,5.047160864
5.316205521768966,2.638888888888889,100.0,0.0,5.156726837
5.604899427880077,2.7777777777777777,100.0,0.0,5.266195059
5.920604038991188,2.972222169240316,100.0,0.0,5.379932165
6.2376634432838305,2.7777777777777777,100.0,0.0,5.486666679
6.541975621061608,3.305555714501275,100.0,0.0,5.596269131
6.904405820044409,3.0277779367234974,100.0,0.0,5.705978632
7.242006021155901,3.277777830759684,100.0,0.0,5.8175475599999995
7.600248048279848,3.4722222222222223,100.0,0.0,5.92690897
7.982202888557626,3.1944444444444446,100.0,0.0,6.036973
8.329071255224292,3.5833334922790527,100.0,0.0,6.1456182
8.726414829682572,3.66666661368476,100.0,0.0,6.256570339
9.128745939869043,3.3333333333333335,100.0,0.0,6.366374016
9.494623089869043,3.6388889948527017,100.0,0.0,6.476187468
9.898524372158356,4.027777777777778,100.0,0.0,6.587256193
10.340654739102801,3.66666661368476,100.0,0.0,6.697120666
10.743366126617111,3.5277777247958713,100.0,0.0,6.807022095
11.134654447184994,3.91666677263048,100.0,0.0,6.918007612
11.5538232104421,4.083333280351427,100.0,0.0,7.025080204
12.006857326897244,3.75,100.0,0.0,7.136089086
12.421274713147243,3.694444497426351,100.0,0.0,7.246665239
12.82661503954355,4.250000052981907,100.0,0.0,7.356450081
13.297473620663428,4.277777936723497,100.0,0.0,7.467316389
13.762373389492865,4.027777777777778,100.0,0.0,7.576042891
14.206765252965088,3.7222223811679416,100.0,0.0,7.686419725
14.618514027380849,4.305555555555555,100.0,0.0,7.797108412
15.087813283908627,4.416666825612386,100.0,0.0,7.906175852
15.573664071726617,4.388888941870795,100.0,0.0,8.016255379
16.0587591535826,4.361111058129205,100.0,0.0,8.126854658
16.540856788670176,4.250000052981907,100.0,0.0,8.237468719
17.00574614271564,4.333333439297146,100.0,0.0,8.346921921
17.478211589268927,4.277777936723497,100.0,0.0,8.455996275
17.947565269263855,4.5555554495917425,100.0,0.0,8.565780878
18.451386869544788,4.472222328186035,100.0,0.0,8.676444769
18.941937253445555,4.500000211927626,100.0,0.0,8.786195993
19.44305546354573,4.583333333333333,100.0,0.0,8.897629738
19.940259726045728,4.416666825612386,100.0,0.0,9.006177902
20.427692144337303,4.638889100816515,100.0,0.0,9.116636515
20.939691492839103,4.388888941870795,100.0,0.0,9.227073908
21.419388236907697,4.472222328186035,100.0,0.0,9.336453915
21.912912420573367,4.500000211927626,100.0,0.0,9.446873188
22.4060183307962,4.5555554495917425,100.0,0.0,9.556515932
22.90392052888149,4.611111217074924,100.0,0.0,9.665888786
23.41670621599869,4.611111217074924,100.0,0.0,9.777160644
23.91513187450812,4.722222222222222,100.0,0.0,9.885320425
24.445581160341455,4.583333333333333,100.0,0.0,9.997742891
24.941025001174786,4.583333333333333,100.0,0.0,10.105918407
25.450435303674787,4.5555554495917425,100.0,0.0,10.217128277
25.949047826743552,4.638889100816515,100.0,0.0,10.326655388
26.45934394216754,4.388888941870795,100.0,0.0,10.436726809
26.93430052379002,4.694444338480632,100.0,0.0,10.545009613
27.458050167690075,4.472222328186035,100.0,0.0,10.656661272000001
27.94677511118648,4.611111217074924,100.0,0.0,10.766014576
28.455393068485684,4.861111111111111,100.0,0.0,10.876381874
28.99001858376346,4.638889100816515,100.0,0.0,10.986444712
29.50353425522342,5.16666677263048,100.0,0.0,11.09723258
30.070730081022777,4.5555554495917425,100.0,0.0,11.207089186
30.57213286813775,5.111111005147298,100.0,0.0,11.317223072
31.130821869888315,4.333333439297146,100.0,0.0,11.426592588
31.6115153026428,4.944444762335883,100.0,0.0,11.537600994
32.15436042948819,4.361111058129205,100.0,0.0,11.647466183
32.6329945879234,4.6666669845581055,100.0,0.0,11.757285595
33.13575646217133,4.722222222222222,100.0,0.0,11.865076303
33.667702021893554,4.5555554495917425,100.0,0.0,11.977793932
34.16473857333231,4.805555873446995,100.0,0.0,12.086972713
34.69061549748061,4.750000105963813,100.0,0.0,12.196499109
35.213076506885756,4.888888994852702,100.0,0.0,12.306559086
35.75235041368531,4.805555873446995,100.0,0.0,12.416928768
36.276434259992776,5.083333651224772,100.0,0.0,12.526057243
36.83516533518359,4.861111111111111,100.0,0.0,12.636030912
37.375996029628034,5.16666677263048,100.0,0.0,12.747357845
37.93936702368228,4.722222222222222,100.0,0.0,12.856463671
38.45666844812673,5.083333651224772,100.0,0.0,12.966077805
39.01406393840069,4.750000105963813,100.0,0.0,13.075793982
39.54358600821336,4.777777989705403,100.0,0.0,13.187345982
40.063939900739115,4.6666669845581055,100.0,0.0,13.296327591
40.573830332805976,4.694444338480632,100.0,0.0,13.405658245
41.09689835747142,4.750000105963813,100.0,0.0,13.517151117000001
41.615942649050346,4.694444338480632,100.0,0.0,13.626502275
42.1317020200752,4.722222222222222,100.0,0.0,13.736455679
42.64743399035298,4.83333322736952,100.0,0.0,13.845736742
43.181064907153896,4.83333322736952,100.0,0.0,13.956208706
43.712918887660436,4.722222222222222,100.0,0.0,14.066318512
44.232512577938216,4.694444338480632,100.0,0.0,14.176427364
44.75095253770812,4.611111217074924,100.0,0.0,14.286935329
45.248256829302896,4.583333333333333,100.0,0.0,14.394851446
45.759272384719566,4.5555554495917425,100.0,0.0,14.506419659
46.26064910494625,4.583333333333333,100.0,0.0,14.61654067
46.76405145952959,4.6666669845581055,100.0,0.0,14.726446152
47.2715820234357,4.527778095669216,100.0,0.0,14.835267782
47.77763304524289,4.500000211927626,100.0,0.0,14.947104931
48.269823785922625,4.472222328186035,100.0,0.0,15.056546926
48.761383921597314,4.444444444444445,100.0,0.0,15.166534662
49.24909826826398,4.416666825612386,100.0,0.0,15.276338815999999
49.7471356026872,4.472222328186035,100.0,0.0,15.389186382
50.21631492210938,4.333333439297146,100.0,0.0,15.494151592
50.70147568363978,4.388888941870795,100.0,0.0,15.606180906
51.18550030670506,4.166666666666667,100.0,0.0,15.716535568
51.63864263170506,4.277777936723497,100.0,0.0,15.82536459
52.11822184363548,4.138889047834608,100.0,0.0,15.937548399
52.57096217293873,4.111111164093018,100.0,0.0,16.047008991
53.022520398980404,4.083333280351427,100.0,0.0,16.156919479
53.47139457065619,4.00000015894572,100.0,0.0,16.266914368
53.908682872032465,4.027777777777778,100.0,0.0,16.376302481
54.35225368508802,3.91666677263048,100.0,0.0,16.486519575
54.78474412478887,3.8611112700568304,100.0,0.0,16.597010612
55.2028176737492,3.83333338631524,100.0,0.0,16.705338716
55.628806870470285,3.75,100.0,0.0,16.816529512
56.03866181922029,3.75,100.0,0.0,16.925890446
56.44861153797029,3.694444497426351,100.0,0.0,17.035273313
56.860159916538954,3.611111111111111,100.0,0.0,17.146744966
57.26257590959451,3.611111111111111,100.0,0.0,17.258269787
57.65568754987229,3.611111111111111,100.0,0.0,17.367193222
58.05027917153895,3.500000105963813,100.0,0.0,17.476529121
58.436199231722824,3.500000105963813,100.0,0.0,17.586865187
58.818699651803165,3.444444603390164,100.0,0.0,17.69622612
59.1970683643743,3.3888888359069824,100.0,0.0,17.806143522
59.573240081382124,3.361111217074924,100.0,0.0,17.917236805
59.93816827830367,3.3333333333333335,100.0,0.0,18.025873423
60.30779972497034,3.2499999470180936,100.0,0.0,18.136828184
60.66459503140381,3.305555714501275,100.0,0.0,18.246675014
61.028908805449404,3.2499999470180936,100.0,0.0,18.356956005
61.38024444347189,3.1944444444444446,100.0,0.0,18.465121746
61.73929712722189,3.166666825612386,100.0,0.0,18.577592373
62.081687600740956,3.1388889418707953,100.0,0.0,18.685775757000002
62.426569915728955,3.0833334392971463,100.0,0.0,18.7957232
62.76843197014427,3.0555555555555554,100.0,0.0,18.906661034
63.10905582514427,3.0277779367234974,100.0,0.0,19.01823473
63.43244945903775,2.972222169240316,100.0,0.0,19.125096321
63.76470337428176,2.9166666666666665,100.0,0.0,19.236973762
64.08261090886509,2.9166666666666665,100.0,0.0,19.346039057
64.40622826761509,2.888889047834608,100.0,0.0,19.45705843
64.71705405538329,2.833333280351427,100.0,0.0,19.564706087
65.03431777345061,2.8055556615193686,100.0,0.0,19.676756144
65.34006906708196,2.7500001589457193,100.0,0.0,19.785814047
65.64399090339816,2.7500001589457193,100.0,0.0,19.896395922
65.94612805561121,2.66666677263048,100.0,0.0,20.006316185
66.23827538455343,2.66666677263048,100.0,0.0,20.115944385
66.53351262028511,2.638888888888889,100.0,0.0,20.226726294
66.82399270847955,2.6111112700568304,100.0,0.0,20.336905241
67.10867036280868,2.6111112700568304,100.0,0.0,20.445997953
67.39675641034529,2.555555502573649,100.0,0.0,20.5563941
67.67876778160972,2.555555502573649,100.0,0.0,20.666829824
67.9598688716708,2.5277778837415905,100.0,0.0,20.776922226
68.23295817939642,2.555555502573649,100.0,0.0,20.8850348
68.51870146158349,2.555555502573649,100.0,0.0,20.996925831
68.7983286733418,2.555555502573649,100.0,0.0,21.106406689
69.07828002664894,2.5277778837415905,100.0,0.0,21.216029644
69.35447067011567,2.5,100.0,0.0,21.325355291
69.63060230011567,2.444444497426351,100.0,0.0,21.435875177
69.90086693308461,2.41666661368476,100.0,0.0,21.546504497
70.16539669370185,2.3888889948527017,100.0,0.0,21.656032085
70.4285900088763,2.3888889948527017,100.0,0.0,21.766274929
70.69277093137234,2.41666661368476,100.0,0.0,21.876952648
70.95764409306538,2.3888889948527017,100.0,0.0,21.986632585
71.22007021653914,2.3888889948527017,100.0,0.0,22.096550465
71.48172060325626,2.3333334922790527,100.0,0.0,22.206156969
71.74059948822432,2.3333334922790527,100.0,0.0,22.317175388
71.99956905119855,2.2777777247958713,100.0,0.0,22.428252459
72.24446888794654,2.2777777247958713,100.0,0.0,22.535832882
72.49787257094117,2.2777777247958713,100.0,0.0,22.647161961
72.7465798316006,2.250000105963813,100.0,0.0,22.756422758
72.99388595174749,2.2222222222222223,100.0,0.0,22.866397619
73.23522383396971,2.166666719648573,100.0,0.0,22.975061655
73.47316641695484,2.166666719648573,100.0,0.0,23.084945917
73.7150184293689,2.250000105963813,100.0,0.0,23.19664216
73.96230523776488,2.250000105963813,100.0,0.0,23.306631565
74.2086205501151,2.1944444709353976,100.0,0.0,23.416153192
74.44896281918314,2.1388889683617487,100.0,0.0,23.525738239
74.68465905152404,2.1111110846201577,100.0,0.0,23.636000156
74.91832660925856,2.166666719648573,100.0,0.0,23.746777534
75.15410474852408,2.0833333333333335,100.0,0.0,23.855663061
75.38536779019074,2.0833333333333335,100.0,0.0,23.966736078
75.61398537977408,2.055555582046509,100.0,0.0,24.076541185
75.83861770039125,2.0833333333333335,100.0,0.0,24.185889959
76.06944364205792,2.00000007947286,100.0,0.0,24.296760797
76.28969854881007,2.00000007947286,100.0,0.0,24.406957626
76.50675864743526,2.00000007947286,100.0,0.0,24.515565395
76.72970530029437,1.972222195731269,100.0,0.0,24.627120733
76.94278907546,1.9444444444444444,100.0,0.0,24.735239029
77.15887425712667,1.91666669315762,100.0,0.0,24.846444368
77.37053405046876,1.8611111905839708,100.0,0.0,24.956941366
77.5736888554494,1.8888889418707953,100.0,0.0,25.066166401
77.78207620996118,1.83333330684238,100.0,0.0,25.176552296
77.98145751741353,1.83333330684238,100.0,0.0,25.285375118
78.18925083091099,1.777777804268731,100.0,0.0,25.398798943
78.38017134397815,1.7500000529819064,100.0,0.0,25.506257057
78.57162266052441,1.7500000529819064,100.0,0.0,25.615744352
78.76583563990428,1.722222301695082,100.0,0.0,25.726799965
78.95522406919926,1.6944444179534912,100.0,0.0,25.836856127
79.14252255496548,1.6666666666666667,100.0,0.0,25.947458506
79.32452613163215,1.6666666666666667,100.0,0.0,26.056722879
79.50715039329882,1.6111111640930176,100.0,0.0,26.166365147
79.68362918215793,1.583333412806193,100.0,0.0,26.275951385
79.85464020282488,1.583333412806193,100.0,0.0,26.383990049
80.0327103999295,1.583333412806193,100.0,0.0,26.496527195
80.20477387814928,1.5555555290646024,100.0,0.0,26.605262279
80.37774104564811,1.5555555290646024,100.0,0.0,26.716518402
80.54551783923533,1.5000000264909532,100.0,0.0,26.824449301
80.71398488671056,1.4722222752041287,100.0,0.0,26.936846256
80.87412887686267,1.4722222752041287,100.0,0.0,27.045691967
81.03727782284514,1.4722222752041287,100.0,0.0,27.156580925
81.19960331074242,1.444444523917304,100.0,0.0,27.266907692
81.3578122462248,1.4166666401757135,100.0,0.0,27.376504421
81.51304286573873,1.444444523917304,100.0,0.0,27.486159563
81.67237414328285,1.4166666401757135,100.0,0.0,27.596541405
81.82593825566128,1.3888888888888888,100.0,0.0,27.705001354
81.98083218343906,1.3611111376020644,100.0,0.0,27.816594124
82.12947330930425,1.33333338631524,100.0,0.0,27.925863266
82.2757434311165,1.33333338631524,100.0,0.0,28.035629749
82.42435132768831,1.33333338631524,100.0,0.0,28.147162199
82.56982926413575,1.3055556350284152,100.0,0.0,28.256336212
82.71417048333888,1.3055556350284152,100.0,0.0,28.366974354
82.8561790545389,1.3055556350284152,100.0,0.0,28.475820065
83.00044214537616,1.3055556350284152,100.0,0.0,28.586372137
83.1448926200026,1.2777777512868245,100.0,0.0,28.697090626
83.28382884489994,1.25,100.0,0.0,28.805891514
83.42256550989994,1.25,100.0,0.0,28.916947126
83.55892543989994,1.25,100.0,0.0,29.026103497
83.69649921739993,1.25,100.0,0.0,29.136237383
83.83424644489993,1.25,100.0,0.0,29.246517897
83.97168104614994,1.2222222487131755,100.0,0.0,29.356539965
84.10586193839157,1.2222222487131755,100.0,0.0,29.466402054
84.24044933441978,1.1944444974263508,100.0,0.0,29.576597452
84.37175751216087,1.1944444974263508,100.0,0.0,29.686596632
84.50352731403355,1.1666667461395264,100.0,0.0,29.79698658
84.62902084924879,1.1666667461395264,100.0,0.0,29.904613018
84.75942243013169,1.1666667461395264,100.0,0.0,30.016452551
84.88673259497068,1.1666667461395264,100.0,0.0,30.125641346
85.01531893572994,1.1666667461395264,100.0,0.0,30.235929728
85.1442724405142,1.1388888623979356,100.0,0.0,30.346523762
85.26939722274264,1.1388888623979356,100.0,0.0,30.456472635
85.39469524363372,1.1111111111111112,100.0,0.0,30.566564321
85.51641905474483,1.1111111111111112,100.0,0.0,30.676179647
85.6380816714115,1.1111111111111112,100.0,0.0,30.78574419
85.76044947696705,1.1111111111111112,100.0,0.0,30.895947933
85.88283291252262,1.1111111111111112,100.0,0.0,31.006156921
86.00457473807818,1.1111111111111112,100.0,0.0,31.115781546
86.12655153696707,1.1111111111111112,100.0,0.0,31.225636244
86.24962585585595,1.1111111111111112,100.0,0.0,31.336469889
86.37128476363372,1.1111111111111112,100.0,0.0,31.446050167
86.4945850514115,1.0833333598242865,100.0,0.0,31.557095766
86.61191957894738,1.0555555423100789,100.0,0.0,31.665474176
86.72912506536554,1.0833333598242865,100.0,0.0,31.776582718
86.84668326874021,1.0555555423100789,100.0,0.0,31.885182619
86.96378657949298,1.0833333598242865,100.0,0.0,31.996194124
87.08402011793306,1.0833333598242865,100.0,0.0,32.107253551
87.2028963599233,1.0555555423100789,100.0,0.0,32.217081785
87.31696434999193,1.00000003973643,100.0,0.0,32.325221777
87.42771383739273,1.00000003973643,100.0,0.0,32.436044216
87.53816005678146,1.00000003973643,100.0,0.0,32.54655838
87.64841172616248,1.00000003973643,100.0,0.0,32.656883717
87.75692103247425,0.9722222222222222,100.0,0.0,32.76546669
87.86505495094647,0.9444444709353976,100.0,0.0,32.876759529
87.96789623849776,0.8888889021343656,100.0,0.0,32.985716343
88.06608909062761,0.9444444709353976,100.0,0.0,33.096261024
88.16919743401972,0.91666665342119,100.0,0.0,33.205516815
88.27101589471515,0.91666665342119,100.0,0.0,33.31667161
88.37076140544053,0.8333333333333334,100.0,0.0,33.425551653
88.46369041127386,0.8055555820465088,100.0,0.0,33.537157774
88.55126163118145,0.7500000132454766,100.0,0.0,33.64593482
88.63467457765458,0.861111150847541,100.0,0.0,33.757227421
88.72801870693422,0.8055555820465088,100.0,0.0,33.865692854
88.8174141066518,0.8055555820465088,100.0,0.0,33.976734161
88.90465671304858,0.6944444444444444,100.0,0.0,34.085127354
88.98195267832637,0.722222261958652,100.0,0.0,34.196512938
89.06058637487499,0.66666669315762,100.0,0.0,34.305459976
89.13458149114862,0.7500000132454766,100.0,0.0,34.416516304
89.21707515510552,0.7500000132454766,100.0,0.0,34.526572466
89.29927449130722,0.722222261958652,100.0,0.0,34.636246204
89.37878309223731,0.6388888756434122,100.0,0.0,34.746407032
