Ego_Position(m),Ego_Velocity(m/s),Obs_Position(m),Obs_Velocity(m),Time(s)
0.0,0.0,100.0,0.0,2.3365e-05
0.0,0.0,100.0,0.0,0.074052096
0.0,0.0,100.0,0.0,0.184132576
0.0,0.0,100.0,0.0,0.292949677
0.0,0.0,100.0,0.0,0.404381991
0.0,0.0,100.0,0.0,0.512716055
0.0,0.0,100.0,0.0,0.624031782
0.0,0.0,100.0,0.0,0.734017372
0.0,0.1944444411330753,100.0,0.0,0.84469223
0.021085122946478047,0.1111111127667957,100.0,0.0,0.95319438
0.03340927090789994,0.1944444411330753,100.0,0.0,1.064177513
0.05464663743511863,0.166666673289405,100.0,0.0,1.173459292
0.0730687251671466,0.166666673289405,100.0,0.0,1.284057141
0.09126451389018225,0.166666673289405,100.0,0.0,1.393292904
0.1096770649551646,0.2222222255335914,100.0,0.0,1.503835678
0.1341236588750028,0.2222222255335914,100.0,0.0,1.613913298
0.1584035714590239,0.33333334657881,100.0,0.0,1.7232337
0.19504874691517227,0.3888888822661506,100.0,0.0,1.833235026
0.23788869718561226,0.4722222354676988,100.0,0.0,1.943472624
0.290240769570715,0.5277777711550394,100.0,0.0,2.054396868
0.34806939367839473,0.66666669315762,100.0,0.0,2.164031744
0.4230278799903106,0.7777777645323012,100.0,0.0,2.276556015
0.5079677032104607,0.8333333333333334,100.0,0.0,2.385838986
0.597367319043794,0.91666665342119,100.0,0.0,2.493179798
0.7003128443062713,0.9444444709353976,100.0,0.0,2.6055488589999998
0.8022336243317387,1.0555555423100789,100.0,0.0,2.71353364
0.9184515804845066,1.25,100.0,0.0,2.823701859
1.0553187454845065,1.3055556350284152,100.0,0.0,2.933261633
1.1998165334471618,1.25,100.0,0.0,3.04401207
1.3374314396971618,1.3611111376020644,100.0,0.0,3.154196739
1.4863792320683162,1.5277777777777777,100.0,0.0,3.263690472
1.6535385702627607,1.5555555290646024,100.0,0.0,3.373162747
1.8259290279936353,1.4722222752041287,100.0,0.0,3.484049559
1.9869238551485813,1.7500000529819064,100.0,0.0,3.593467951
2.1806127900125865,1.8055555555555556,100.0,0.0,3.704214096
2.38000761334592,1.6944444179534912,100.0,0.0,3.814725638
2.565377870503396,2.0833333333333335,100.0,0.0,3.924189329
2.792311628836729,1.972222195731269,100.0,0.0,4.033181906
3.0109970672604502,2.055555582046509,100.0,0.0,4.144129276
3.234872698812312,2.166666719648573,100.0,0.0,4.25311327
3.4735369334817467,2.0833333333333335,100.0,0.0,4.36332798
3.70389100431508,2.5,100.0,0.0,4.473957777
3.97794541181508,2.305555608537462,100.0,0.0,4.58364296
4.231995485792066,2.66666677263048,100.0,0.0,4.693901301
4.525158161441303,2.5,100.0,0.0,4.803902149
4.803694243941303,2.833333280351427,100.0,0.0,4.915384293
5.113837985308438,2.6111112700568304,100.0,0.0,5.024936438
5.40081902883334,2.833333280351427,100.0,0.0,5.134915114
5.71011364288302,2.638888888888889,100.0,0.0,5.244149447
5.998292263716354,3.0833334392971463,100.0,0.0,5.353415013
6.33737407945279,2.7777777777777777,100.0,0.0,5.463444948
6.642849210008345,3.0555555555555554,100.0,0.0,5.573477745
6.981423065286123,3.0555555555555554,100.0,0.0,5.684343815
7.314211889175011,3.0000000529819064,100.0,0.0,5.793316841
7.646669915046431,3.416666719648573,100.0,0.0,5.904204846
8.020973896100724,3.1111110581292047,100.0,0.0,6.013821841
8.364378129363695,3.444444603390164,100.0,0.0,6.124274492
8.743408747076487,3.75,100.0,0.0,6.234386206
9.154941862076486,3.305555714501275,100.0,0.0,6.344206333
9.51579584978905,3.5833334922790527,100.0,0.0,6.453435898
9.912040752698596,3.91666677263048,100.0,0.0,6.564085484
10.34418381539005,3.555555608537462,100.0,0.0,6.674480915
10.733379582967297,3.5277777247958713,100.0,0.0,6.784010172
11.125020321474333,3.91666677263048,100.0,0.0,6.895101071
