Ego_Position(m),Ego_Velocity(m/s),Time(s)
0.0,0.0,1.8597e-05
0.0,0.0,0.010570765
0.0,0.0,0.123133659
0.0,0.0,0.232868433
0.0,0.0,0.342827797
0.0,0.0,0.45354104
0.0,0.0,0.562875271
0.0,0.0,0.673727274
0.0,0.166666673289405,0.783136606
0.01812680638696121,0.166666673289405,0.891949654
0.036605240287894844,0.0833333366447025,1.00288105
0.045774958318933356,0.1111111127667957,1.112981319
0.05801727572358032,0.1388888888888889,1.223225594
0.07329801905691366,0.1944444411330753,1.333312273
0.09473083569191496,0.2500000099341075,1.443612576
0.12208728252896245,0.2777777777777778,1.553097963
0.15256267391785133,0.33333334657881,1.662867546
0.18963954605782046,0.3888888822661506,1.77415967
0.23180561956195872,0.4722222354676988,1.8826456070000002
0.2837083587955691,0.5277777711550394,1.99262619
0.3416570270128536,0.6388888756434122,2.102488756
0.4125233126269835,0.722222261958652,2.213474274
0.4938099590437923,0.861111150847541,2.3261280060000002
0.5862616284211346,0.91666665342119,2.4335639479999998
0.6859612434805139,0.91666665342119,2.542404413
0.7878725881746013,0.9722222222222222,2.653653383
0.8940218715079346,1.1388888623979356,2.762907267
1.019944686828926,1.2222222487131755,2.873549461
1.1533396730535177,1.25,2.9827580449999997
1.2914853580535177,1.25,3.09334445
1.4277067068035176,1.444444523917304,3.202399731
1.5886903306607834,1.5555555290646024,3.313918829
1.7581238157753483,1.5277777777777777,3.422898769
1.9275837627197927,1.6111111640930176,3.533882856
2.1031053276029867,1.777777804268731,3.642888546
2.298961636299251,1.777777804268731,3.753117323
2.4939303929822896,1.8611111905839708,3.862847567
2.6993850158666897,2.00000007947286,3.973300219
2.918315268566196,1.8611111905839708,4.082826853
3.124371136448493,2.0833333333333335,4.193608284
3.3529986593651597,2.166666719648573,4.303414583
3.5908115825137767,2.2222222222222223,4.413234711
3.8333664580693325,2.305555608537462,4.522443771
4.089069444806524,2.1944444709353976,4.6334123609999995
4.328862881117936,2.3888889948527017,4.742751598
4.594571354792841,2.3333334922790527,4.854053736
4.848263204407559,2.66666677263048,4.96284461
5.143393629468321,2.4722223811679416,5.073583603
5.414824442697104,2.7777777777777777,5.183446884
5.722796345474882,2.638888888888889,5.294414997
6.011193286863771,2.972222169240316,5.403781176
6.332425123387592,2.694444391462538,5.511919022
6.632370721545201,2.888889047834608,5.623305559
6.953114724081319,2.9444445504082575,5.734420776
7.277931374937392,2.9166666666666665,5.844810486
7.595165074937392,3.1944444444444446,5.953641892
7.9436282647985035,3.0277779367234974,6.062785387
8.279204320664848,3.416666719648573,6.173683167
8.655059294159859,3.166666825612386,6.283755541
9.001501812382314,3.1944444444444446,6.393219233
9.351073151826759,3.66666661368476,6.502722263
9.75804102594623,3.2499999470180936,6.613785505
10.111278173937714,3.361111217074924,6.722532511
10.484119713969852,3.8611112700568304,6.83353281
10.905972163419078,3.444444603390164,6.942857266
11.286310157969975,3.444444603390164,7.053346157
11.663562832600721,4.00000015894572,7.16293788
12.105471686160602,3.83333338631524,7.273485661
12.527734756330188,3.5833334922790527,7.383710623
12.921547371298512,3.7777778837415905,7.493677855
13.332451364379613,4.1944445504082575,7.602514982
13.796828924111136,4.027777777777778,7.713306665
14.237193307861135,3.5833334922790527,7.822712421
14.634582161321424,4.277777936723497,7.933685064
15.101087256154953,4.416666825612386,8.04280591
15.592778070016445,4.305555555555555,8.154201984
16.05983334418311,4.055555661519368,8.262738705
16.509222864591457,3.9722222752041287,8.37361455
16.942271673061953,4.333333439297146,8.482702017
17.420507247756337,4.444444444444445,8.593131304
17.90865710108967,4.305555555555555,8.703036308
18.38431567608967,4.2222221692403155,8.81358552
18.840259464146108,4.166666666666667,8.92164135
19.30419320997944,4.388888941870795,9.033052445
19.788279567156582,4.416666825612386,9.143424988
20.27343220803278,4.416666825612386,9.253337622
20.76064559939981,4.444444444444445,9.363716126
21.247814226066474,4.5555554495917425,9.473396301
21.745459012491082,4.361111058129205,9.582701922
22.228018301711938,4.361111058129205,9.693426371
22.70667325392467,4.583333333333333,9.803250313
23.208319554758003,4.250000052981907,9.912771463
23.675856607836476,4.5555554495917425,10.022848129
24.17809571748755,4.583333333333333,10.133158684
24.67963492873755,4.472222328186035,10.242650986
25.17368371302676,4.638889100816515,10.353180409
25.685044903471628,4.5555554495917425,10.463481426
26.188794822087562,4.5555554495917425,10.574121714
26.68242635549441,4.527778095669216,10.682539225
27.184852392880426,4.500000211927626,10.793569803
27.679885203194008,4.5555554495917425,10.903649569
28.180541822215226,4.611111217074924,11.013615847
28.683366070436847,4.527778095669216,11.122736454
29.189690203290986,4.722222222222222,11.23462987
29.70275950134654,4.583333333333333,11.343344688
30.21040391884654,4.583333333333333,11.454164505
30.707758982179875,4.6666669845581055,11.562739134
31.224838050736423,4.388888941870795,11.673609734
31.709093924360054,4.694444338480632,11.784013748
32.223990357932166,4.500000211927626,11.893768311
32.71295171845981,4.5555554495917425,12.002492666
33.21923448946128,4.694444338480632,12.113699913
33.730066951958456,4.5555554495917425,12.222583056
34.23738588404693,4.750000105963813,12.334024429
34.774204581022374,4.6666669845581055,12.447143316
35.27025068281283,4.722222222222222,12.553510428
35.79219630420172,4.638889100816515,12.664113522
36.29999175687257,4.638889100816515,12.773649931
36.80657503998805,4.6666669845581055,12.882920742
37.322302277785845,4.6666669845581055,12.993506432
37.832121501181184,4.583333333333333,13.10281992
38.338880785347854,4.722222222222222,13.213451862
38.85770100868119,4.583333333333333,13.323392391
39.365400064097855,4.805555873446995,13.434242487
39.88784551379694,4.722222222222222,13.543040276
40.40603749740805,4.805555873446995,13.652848482
40.940017050092344,4.83333322736952,13.764037371
41.46747363986196,4.750000105963813,13.873232365
41.98727330020774,4.916666878594293,13.982734203
42.53104842647991,4.694444338480632,14.0934062
43.043166903836955,4.916666878594293,14.202557325
43.588475302508556,4.694444338480632,14.313531399
44.106103808796775,4.805555873446995,14.423859119
44.63311386379781,4.722222222222222,14.533596754
45.14792037296448,4.722222222222222,14.642686367
45.674939143797815,4.750000105963813,14.754376173
46.19265729234716,4.750000105963813,14.863438606
46.71571172876554,4.805555873446995,14.973618984
47.241888831961475,4.805555873446995,15.083177328
47.77128430242586,4.83333322736952,15.193403244
48.30575067537513,4.861111111111111,15.304048061
48.83727013023624,4.888888994852702,15.413452148
49.369155292875654,4.888888994852702,15.522307396
49.91316737400013,4.9722221162584095,15.633648396
50.45184737199246,4.861111111111111,15.742037535
50.99788535671468,5.0,15.854431391
51.537809261714685,4.861111111111111,15.962461948
52.07866660963135,4.9722221162584095,16.073785782
52.61657842416783,4.888888994852702,16.182028294
53.160723380406296,4.861111111111111,16.293395281
53.69218024846185,4.861111111111111,16.402783155
54.22739800748963,4.805555873446995,16.512951613
54.75858081796114,4.83333322736952,16.623559237
55.28937232549097,4.777777989705403,16.733441591
55.81118200697019,4.83333322736952,16.842722416
56.34676040422841,4.777777989705403,16.953593969
56.868145197911005,4.861111111111111,17.062778711
57.40586287082767,4.83333322736952,17.173460245
57.94124536825685,4.888888994852702,17.284294367
58.4757018420631,4.888888994852702,17.393679142
59.024591968626645,4.916666878594293,17.506039143
59.552233760536744,4.916666878594293,17.613425255
60.09658913708393,4.9722221162584095,17.724217415
60.6415248617485,4.916666878594293,17.833886385
61.176931476826624,5.0,17.942847252
61.730211591826624,4.916666878594293,18.053568125
62.270008185677305,5.0,18.163425207
62.828969815677304,4.888888994852702,18.275289059
63.363869217937605,4.944444762335883,18.384767294
63.90136119716105,4.888888994852702,18.493537664
64.43540038962493,4.83333322736952,18.602830887
64.97026317323217,4.888888994852702,18.713556528
65.50389323902051,4.805555873446995,18.822776318
66.03609002658688,4.888888994852702,18.933591366
66.56826775012152,4.777777989705403,19.042495489
67.0938923153255,4.888888994852702,19.152569056
67.63295757900943,4.805555873446995,19.262892246
68.16683630632595,4.916666878594293,19.374048948
68.70059477108303,4.805555873446995,19.482676506
69.23310205522549,4.944444762335883,19.593550921
69.7722243761093,4.888888994852702,19.702652216
70.31607560300807,4.944444762335883,19.813959837
70.8581049656899,4.944444762335883,19.923651934
71.40588474729701,4.888888994852702,20.034507036
71.93787481082758,4.83333322736952,20.143387318
72.46779052804328,4.583333333333333,20.253087044
72.97628947595994,4.527778095669216,20.364090681
73.47317440492914,4.611111217074924,20.473894358
73.97534452552462,4.6666669845581055,20.582856894
74.49400351285546,4.583333333333333,20.694060803
74.99222621952212,4.444444444444445,20.802824736
75.48381565952212,4.611111217074924,20.913496256
