Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
13:45.4,0,0,0.29,0,0,0,0,0
13:45.5,0,0,0.29,0,0,0,0,0
13:45.6,0,0,0.29,0,0,0,0,0
13:45.8,0,0,0.29,0,0,0,0,0
13:45.9,0,0,0.29,0,0,0,0,0
13:46.0,0,0,0.29,0,0,0,0,0
13:46.1,0,0,0.29,0,0,0,0,0
13:46.2,0,0,0.29,0,0,0,0,0
13:46.3,0,0,0.3,0,0,0,0,0
13:46.4,0,0,0.29,0,0,0,0,0
13:46.5,0,0,0.3,0,0,0,0,0
13:46.7,0,0,0.29,0,0,0,0,0
13:46.7,0,0,0.29,0,0,0,0,0
13:46.8,0,0,0.29,0,0,0,0,0
13:47.0,0,0,0.29,0,0,0,0,0
13:47.2,0,0,0.29,0,0,0,0,0
13:47.3,0,0,0.29,0,0,0,0,0
13:47.4,0,0,0.29,0,0,0,0,0
13:47.5,0,0,0.29,0,0,0,0,0
13:47.6,0,0,0.29,0,0,0,0,0
13:47.7,0,0,0.3,0,0,0,0,0
13:47.8,0,0,0.31,0,0,0,0,0
13:47.9,0,0,0.29,0,0,0,0,0
13:48.0,0,0,0.29,0,0,0,0,0
13:48.1,0,0,0.29,0,0,0,0,0
13:48.3,0,0,0.29,0,0,0,0,0
13:48.4,0,0,0.29,0,0,0,0,0
13:48.5,0,0,0.29,0,0,0,0,0
13:48.6,0,0,0.29,0,0,0,0,0
13:48.7,0,0,0.3,0,0,0,0,0
13:48.8,0,0,0.3,0,0,0,0,0
13:48.9,0,0,0.3,0,0,0,0,0
13:49.0,0,0,0.29,0,0,0,0,0
13:49.1,0,0,0.3,0,0,0,0,0
13:49.2,0,0,0.29,0,0,0,0,0
13:49.3,0,0,0.29,0,0,0,0,0
13:49.5,0,0,0.31,0,0,0,0,0
13:49.6,0,0,0.29,0,0,0,0,0
13:49.7,0,0,0.3,0,0,0,0,0
13:49.8,0,0,0.29,0,0,0,0,0
13:49.9,0,0,0.29,0,0,0,0,0
13:50.0,0,0,0.29,0,0,0,0,0
13:50.1,0,0,0.29,0,0,0,0,0
13:50.2,0,0,0.29,0,0,0,0,0
13:50.3,0,0,0.29,0,0,0,0,0
13:50.4,0,0,0.31,0,0,0,0,0
13:50.5,0,0,0.3,0,0,0,0,0
