Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
17:42.7,0,0,0.3,0,0,0,0,0
17:42.8,0,0,0.29,0,0,0,0,0
17:42.9,0,0,0.3,0,0,0,0,0
17:43.1,0,0,0.3,0,0,0,0,0
17:43.2,0,0,0.29,0,0,0,0,0
17:43.3,0,0,0.3,0,0,0,0,0
17:43.4,0,0,0.3,0,0,0,0,0
17:43.5,0,0,0.3,0,0,0,0,0
17:43.7,0,0,0.29,0,0,0,0,0
17:43.7,0,0,0.3,0,0,0,0,0
17:43.8,0,0,0.29,0,0,0,0,0
17:43.9,0,0,0.3,0,0,0,0,0
17:44.1,0,0,0.3,0,0,0,0,0
17:44.1,0,0,0.29,0,0,0,0,0
17:44.2,0,0,0.29,0,0,0,0,0
17:44.4,0,0,0.3,0,0,0,0,0
17:44.5,0,0,0.29,0,0,0,0,0
17:44.6,0,0,0.3,0,0,0,0,0
17:44.7,0,0,0.29,0,0,0,0,0
17:44.8,0,0,0.29,0,0,0,0,0
17:44.9,0,0,0.28,0,0,0,0,0
17:45.0,0,0,0.29,0,0,0,0,0
17:45.1,0,0,0.28,0,0,0,0,0
17:45.3,0,0,0.29,0,0,0,0,0
17:45.3,0,0,0.29,0,0,0,0,0
17:45.4,0,0,0.29,0,0,0,0,0
17:45.6,0,0,0.29,0,0,0,0,0
17:45.7,0,0,0.3,0,0,0,0,0
17:45.8,0,0,0.29,0,0,0,0,0
17:45.9,0,0,0.29,0,0,0,0,0
17:46.0,0,0,0.29,0,0,0,0,0
17:46.1,0,0,0.29,0,0,0,0,0
17:46.2,0,0,0.3,0,0,0,0,0
17:46.3,0,0,0.3,0,0,0,0,0
17:46.4,0,0,0.29,0,0,0,0,0
17:46.5,0,0,0.3,0,0,0,0,0
17:46.7,0,0,0.28,0,0,0,0,0
17:46.8,0,0,0.29,0,0,0,0,0
17:46.9,0,0,0.29,0,0,0,0,0
17:47.0,0,0,0.29,0,0,0,0,0
17:47.1,0,0,0.29,0,0,0,0,0
17:47.2,0,0,0.29,0,0,0,0,0
17:47.3,0,0,0.29,0,0,0,0,0
17:47.4,0,0,0.29,0,0,0,0,0
17:47.5,0,0,0.29,0,0,0,0,0
17:47.6,0,0,0.29,0,0,0,0,0
17:47.7,0,0,0.29,0,0,0,0,0
17:47.9,0,0,0.3,0,0,0,0,0
17:48.0,0,0,0.3,0,0,0,0,0
17:48.1,0,0,0.3,0,0,0,0,0
17:48.2,0,0,0.3,0,0,0,0,0
17:48.3,0,0,0.29,0,0,0,0,0
17:48.4,0,0,0.29,0,0,0,0,0
17:48.5,0,0,0.3,0,0,0,0,0
17:48.6,0,0,0.29,0,0,0,0,0
17:48.7,0,0,0.29,0,0,0,0,0
17:48.9,0,0,0.3,0,0,0,0,0
17:49.0,0,0,0.29,0,0,0,0,0
