Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
24:59.8,0,0,0.31,0,0,0,0,0
25:00.0,0,0,0.29,0,0,0,0,0
25:00.1,0,0,0.29,0,0,0,0,0
25:00.2,0,0,0.31,0,0,0,0,0
25:00.3,0,0,0.3,0,0,0,0,0
25:00.3,0,0,0.29,0,0,0,0,0
25:00.5,0,0,0.29,0,0,0,0,0
25:00.6,0,0,0.3,0,0,0,0,0
25:00.7,0,0,0.29,0,0,0,0,0
25:00.8,0,0,0.3,0,0,0,0,0
25:00.9,0,0,0.3,0,0,0,0,0
25:01.0,0,0,0.29,0,0,0,0,0
25:01.1,0,0,0.3,0,0,0,0,0
25:01.2,0,0,0.29,0,0,0,0,0
25:01.3,0,0,0.3,0,0,0,0,0
25:01.4,0,0,0.3,0,0,0,0,0
25:01.5,0,0,0.3,0,0,0,0,0
25:01.7,0,0,0.29,0,0,0,0,0
25:01.8,0,0,0.29,0,0,0,0,0
25:01.9,0,0,0.3,0,0,0,0,0
25:02.0,0,0,0.29,0,0,0,0,0
25:02.1,0,0,0.3,0,0,0,0,0
25:02.2,0,0,0.3,0,0,0,0,0
25:02.3,0,0,0.3,0,0,0,0,0
25:02.4,0,0,0.29,0,0,0,0,0
25:02.6,0,0,0.29,0,0,0,0,0
25:02.7,0,0,0.31,0,0,0,0,0
25:02.7,0,0,0.29,0,0,0,0,0
25:02.9,0,0,0.29,0,0,0,0,0
25:03.0,0,0,0.3,0,0,0,0,0
25:03.1,0,0,0.3,0,0,0,0,0
25:03.2,0,0,0.3,0,0,0,0,0
25:03.3,0,0,0.31,0,0,0,0,0
25:03.4,0,0,0.3,0,0,0,0,0
25:03.5,0,0,0.29,0,0,0,0,0
25:03.6,0,0,0.29,0,0,0,0,0
25:03.7,0,0,0.3,0,0,0,0,0
25:03.9,0,0,0.3,0,0,0,0,0
25:04.0,0,0,0.3,0,0,0,0,0
25:04.1,0,0,0.31,0,0,0,0,0
25:04.2,0,0,0.29,0,0,0,0,0
25:04.3,0,0,0.29,0,0,0,0,0
25:04.4,0,0,0.3,0,0,0,0,0
25:04.5,0,0,0.29,0,0,0,0,0
25:04.6,0,0,0.3,0,0,0,0,0
25:04.8,0,0,0.3,0,0,0,0,0
25:04.9,0,0,0.29,0,0,0,0,0
25:04.9,0,0,0.29,0,0,0,0,0
25:05.1,0,0,0.29,0,0,0,0,0
25:05.2,0,0,0.3,0,0,0,0,0
25:05.3,0,0,0.29,0,0,0,0,0
25:05.4,0,0,0.29,0,0,0,0,0
25:05.5,0,0,0.29,0,0,0,0,0
25:05.6,0,0,0.29,0,0,0,0,0
25:05.7,0,0,0.31,0,0,0,0,0
25:05.8,0,0,0.3,0,0,0,0,0
25:06.0,0,0,0.3,0,0,0,0,0
25:06.0,0,0,0.3,0,0,0,0,0
25:06.2,0,0,0.29,0,0,0,0,0
25:06.3,0,0,0.29,0,0,0,0,0
25:06.4,0,0,0.29,0,0,0,0,0
25:06.5,0,0,0.3,0,0,0,0,0
25:06.6,0,0,0.3,0,0,0,0,0
25:06.7,0,0,0.3,0,0,0,0,0
25:06.8,0,0,0.29,0,0,0,0,0
25:06.9,0,0,0.3,0,0,0,0,0
25:07.0,0,0,0.29,0,0,0,0,0
25:07.2,0,0,0.3,0,0,0,0,0
25:07.2,0,0,0.29,0,0,0,0,0
25:07.4,0,0,0.3,0,0,0,0,0
25:07.5,0,0,0.29,0,0,0,0,0
25:07.6,0,0,0.3,0,0,0,0,0
25:07.7,0,0,0.29,0,0,0,0,0
25:07.8,0,0,0.29,0,0,0,0,0
25:07.9,0,0,0.29,0,0,0,0,0
25:08.0,0,0,0.29,0,0,0,0,0
25:08.2,10.6,14.9,0.79,0,0,0,0,0
25:08.2,14.9,15.1,0.78,0,0,0,0,0
25:08.5,14.9,14.8,0.75,5,0.3,0.03,0,0
25:08.7,14.7,14.9,0.75,14,0.3,0,0,0
25:08.9,14.8,14.6,0.75,21,0.4,0,0,0
25:09.1,14.6,14.7,0.77,32,0.6,0.057,0,0
25:09.3,14.6,14.2,0.75,43,0.7,0.008,0,0
25:09.5,14.6,14.5,0.78,62,1,0.057,0,0
25:09.7,14.6,14.9,0.77,82,1.3,0.07,0,0
25:09.9,14.8,14.5,0.74,112,1.7,0.044,0,0
25:10.1,14.6,14.8,0.76,144,2,0.053,0,0
25:10.3,14.6,14.6,0.76,175,2.2,0.017,0,0
25:10.6,14.6,15,0.76,204,2.4,0.03,0,0
25:10.8,14.6,14.5,0.75,234,2.7,0.079,0,0
25:11.0,14.6,14.4,0.74,273,3,0.048,0,0
25:11.2,17.2,20.1,1.08,297,3.1,0.004,0,0
25:11.5,19.9,20.5,1.04,326,3.6,0.079,0,0
25:11.6,19.9,19.5,1.03,351,3.8,0.022,0,0
25:11.8,19.8,19.6,1.02,373,3.8,0.044,0,0
25:12.0,19.6,20.3,1.05,400,4.3,0.057,0,0
25:12.2,19.8,19.3,1.02,442,4.6,0,0,0
25:12.4,19.6,19.5,1.03,471,4.7,0.057,0,0
25:12.6,19.6,20,1.02,510,5.2,0.057,0,0
25:12.8,19.5,19.6,1.04,539,5.5,0.115,0,0
25:13.1,19.8,19.5,1.02,581,5.7,0,0,0
25:13.2,19.5,19.4,1.02,603,5.9,0.123,0,0
25:13.4,19.5,19.6,1.03,642,6,0,0,0
25:13.7,19.6,19.9,1.05,674,6.6,0,0,0
25:13.8,19.6,19.3,1.02,694,6.4,0.013,0,0
25:13.9,19.5,19.9,1.06,708,6.8,0.115,0,0
25:14.1,19.6,19.3,1.01,730,6.6,0,0.19,0
25:14.2,22.5,23.4,1.23,749,7.2,0.106,0.32,0
25:14.5,23.3,23.5,1.22,780,7.1,0.11,0.59,0
25:14.7,23.2,23.9,1.28,805,7.4,0.119,0.82,0
25:15.0,23.3,22.9,1.23,829,7.4,0.013,1.09,0
25:15.3,23.4,23.7,1.23,851,7.6,0.146,1.37,0
25:15.5,23.5,23.6,1.24,868,7.6,0.044,1.64,0
25:15.8,23.7,23.1,1.26,883,7.7,0.057,1.93,0
25:16.1,23.4,23.8,1.28,894,7.6,0.017,2.2,0
25:16.3,23.4,22.9,1.23,899,7.7,0.048,2.44,0
25:16.6,23.5,23.1,1.81,904,7.5,0,2.7,0
25:16.8,83.7,23.3,1.23,938,10.6,0.026,2.92,0
25:17.0,39.6,27,1.45,982,8.8,0,3.08,0
25:17.2,27.6,27.2,1.48,993,8.4,0,3.28,0
25:17.5,27.3,26.9,1.49,1005,8.6,0,3.54,0
25:17.7,27.3,27.1,1.47,1020,8.7,0,3.79,0
25:18.0,27.5,28.3,1.45,1038,9,0.066,4.05,0
25:18.2,27.5,26.9,1.45,1046,9,0.013,4.29,0
25:18.4,27.3,27.9,1.49,1053,8.9,0.066,4.53,0
25:18.7,27.4,27.1,1.47,1053,8.9,0.128,4.77,0
25:18.9,27.8,27.1,1.52,1057,8.7,0,5,0
25:19.2,27.5,28,1.46,1050,8.6,0.048,5.23,0
25:19.4,27.6,28,1.49,1044,8.5,0,5.45,0
25:19.6,27.5,27.3,1.45,1037,8.4,0,5.66,0
25:19.8,27.7,27.5,1.55,1029,8.3,0,5.87,0
25:20.0,27.7,27.3,1.46,1021,8.3,0,6.09,0
25:20.2,27.6,28.2,1.46,1014,8.3,0.013,6.32,0
25:20.5,27.6,27.8,1.5,1007,8.1,0,6.53,0
25:20.7,27.7,28.7,1.46,1000,8.3,0.004,6.82,0
25:21.0,27.7,27.3,1.49,996,8.1,0,7.06,0
25:21.2,27.8,27.4,1.48,992,8.2,0,7.32,0
25:21.5,27.4,27.3,1.53,989,8,0,7.54,0
25:21.7,27.4,27.6,1.48,983,8.1,0.026,7.73,0
25:21.9,27.9,27.5,1.48,977,8,0,8,0
25:22.2,27.5,28,1.46,972,8,0,8.28,0
25:22.5,27.9,27.5,1.48,968,8,0.03,8.58,0
25:22.7,28.2,32.6,1.69,967,8,0.013,8.78,0
25:22.9,32,32,1.72,973,8.2,0,8.98,0
25:23.2,31.4,32.4,1.68,974,8.2,0.097,9.22,0
25:23.4,31.2,31,1.66,970,7.9,0,9.5,0
25:23.7,31.6,31,1.67,975,8.3,0.106,9.73,0
25:24.0,31.3,31.2,1.66,985,8.1,0,10.02,0
25:24.2,31.2,30.9,1.73,1000,8.6,0,10.24,0
25:24.4,31.3,30.9,1.74,1014,8.6,0,10.5,0
25:24.6,31.1,31.1,1.7,1028,9,0.017,10.66,0
25:24.9,31.5,31.1,1.74,1045,8.8,0,10.92,0
25:25.2,31.1,31.2,1.67,1064,9.2,0,11.21,0
25:25.3,31.7,31.9,1.7,1075,9.1,0,11.4,0
25:25.6,33.1,33.3,1.77,1094,9.5,0,11.65,0
25:25.9,33.6,33.6,1.76,1108,9.9,0.172,11.91,0
25:26.1,33,34,1.78,1126,9.7,0.128,12.16,0
25:26.3,33.2,32.8,1.78,1139,10,0.066,12.38,0
25:26.6,33.3,33,1.76,1151,9.6,0,12.63,0
25:26.8,33,32.8,1.78,1164,9.8,0.004,12.88,0
25:27.0,33.2,32.8,1.77,1170,9.7,0,13.07,0
25:27.3,33.1,32.8,1.77,1178,10,0,13.32,0
25:27.5,33.4,33.5,1.82,1182,10.2,0.084,13.58,0
25:27.8,33.3,33.5,1.84,1187,9.7,0,13.86,0
25:28.1,33,33.4,1.79,1190,9.9,0,14.1,0
25:28.3,33.3,32.8,1.81,1191,10,0.106,14.37,0
25:28.6,33.6,33.1,1.77,1193,9.8,0,14.62,0
25:28.8,32.9,32.9,1.8,1191,9.9,0,14.81,0
25:29.0,33.3,33.8,1.77,1193,9.9,0,15.01,0
25:29.1,33.2,32.8,1.78,1189,9.9,0.097,15.12,0
25:29.3,33.1,33.5,1.81,1191,9.9,0,15.33,0
25:29.5,33.4,33.3,1.78,1188,10,0,15.55,0
25:29.7,33.3,33.1,1.79,1191,9.9,0.061,15.78,0
25:30.0,33.5,33.5,1.8,1189,10.1,0.075,16.04,0
25:30.3,33.4,33.3,1.77,1188,9.6,0,16.33,0
25:30.4,33.6,38.2,2.15,1187,9.9,0.013,16.39,0
25:30.6,39.2,38.9,2.12,1201,10.3,0.177,16.64,0
25:30.8,39.4,39.5,2.12,1209,10.3,0,16.86,0
25:31.1,39.4,38.9,2.11,1215,10.1,0,17.12,0
25:31.4,38.9,38.9,2.11,1233,10.8,0.141,17.39,0
25:31.6,39.3,38.9,2.12,1253,10.9,0.022,17.64,0
25:31.9,39,39,2.16,1269,10.7,0,17.88,0
25:32.1,39.4,38.7,2.1,1290,11.3,0,18.12,0
25:32.4,39.2,38.8,2.1,1310,11.2,0,18.39,0
25:32.5,39.1,38.9,2.11,1322,11,0.119,18.56,0
25:32.7,39.7,39.4,2.16,1335,11.6,0.03,18.74,0
25:33.0,39.3,39.2,2.15,1351,11.7,0.022,18.98,0
25:33.2,39.3,39,2.1,1374,11.8,0.013,19.23,0
25:33.4,39.5,38.8,2.1,1386,11.8,0.013,19.46,0
25:33.7,38.8,39.3,2.13,1394,11.9,0.123,19.68,0
25:33.9,39.2,38.7,2.13,1407,11.6,0,19.94,0
25:34.2,39.1,38.9,2.1,1414,12.1,0.057,20.21,0
25:34.4,39.4,39,2.15,1418,12,0,20.44,0
25:34.6,39.1,39.3,2.11,1421,11.7,0,20.66,0
25:34.9,39.1,39.2,2.15,1426,12,0.106,20.9,0
25:35.1,39.1,39.7,2.16,1426,11.9,0,21.16,0
25:35.4,39.7,39.1,2.1,1423,12,0.163,21.42,0
25:35.7,39.7,39.3,2.21,1425,11.5,0,21.68,0
25:35.9,39.3,39.5,2.17,1424,11.8,0,21.93,0
25:36.2,39.6,39.4,2.13,1419,11.8,0.044,22.16,0
25:36.4,39.4,39.4,2.17,1415,11.7,0,22.46,0
25:36.7,39.8,40.8,2.14,1412,11.6,0,22.68,0
25:36.9,39.9,39.2,2.13,1407,11.6,0.026,22.9,0
25:37.2,39.1,40.5,2.14,1396,11.6,0.154,23.16,0
25:37.4,39.6,40.1,2.2,1396,11.2,0,23.38,0
25:37.6,39.6,39.7,2.11,1390,11.6,0.008,23.57,0
25:37.8,39.4,38.9,2.13,1384,11.1,0,23.78,0
25:38.0,39.3,39.1,2.11,1384,11.5,0,23.98,0
25:38.2,39.4,39.2,2.11,1379,11.6,0.146,24.21,0
25:38.5,39.5,39.5,2.11,1378,11.1,0,24.46,0
25:38.7,39.4,39.7,2.19,1377,11.4,0,24.66,0
25:38.9,39.1,39.1,2.15,1372,11.4,0.123,24.87,0
25:39.1,39.7,39,2.11,1372,11.2,0,25.12,0
