Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
09:47.7,0,0,0.29,0,0,0,32.86,0
09:47.9,0,0,0.28,0,0,0,32.86,0
09:47.9,0,0,0.28,0,0,0,32.86,0
09:48.1,0,0,0.29,0,0,0,32.86,0
09:48.2,0,0,0.29,0,0,0,32.86,0
09:48.3,0,0,0.28,0,0,0,32.86,0
09:48.4,0,0,0.29,0,0,0,32.86,0
09:48.5,0,0,0.29,0,0,0,32.86,0
09:48.6,0,0,0.28,0,0,0,32.86,0
09:48.7,0,0,0.28,0,0,0,32.86,0
09:49.0,0,0,0.28,0,0,0,32.86,0
09:49.0,0,0,0.28,0,0,0,32.86,0
09:49.1,0,0,0.28,0,0,0,32.86,0
09:49.2,0,0,0.29,0,0,0,32.86,0
09:49.4,0,0,0.28,0,0,0,32.86,0
09:49.5,0,0,0.28,0,0,0,32.86,0
09:49.6,0,0,0.29,0,0,0,32.86,0
09:49.7,0,0,0.29,0,0,0,32.86,0
09:49.8,0,0,0.28,0,0,0,32.86,0
09:49.9,0,0,0.28,0,0,0,32.86,0
09:50.0,0,0,0.29,0,0,0,32.86,0
09:50.1,0,0,0.28,0,0,0,32.86,0
09:50.2,0,0,0.28,0,0,0,32.86,0
09:50.3,0,0,0.28,0,0,0,32.86,0
09:50.4,0,0,0.29,0,0,0,32.86,0
09:50.6,0,0,0.28,0,0,0,32.86,0
09:50.7,0,0,0.3,0,0,0,32.86,0
09:50.8,0,0,0.28,0,0,0,32.86,0
09:50.9,0,0,0.28,0,0,0,32.86,0
09:51.0,0,0,0.28,0,0,0,32.86,0
09:51.1,0,0,0.28,0,0,0,32.86,0
09:51.2,0,0,0.28,0,0,0,32.86,0
09:51.3,0,0,0.28,0,0,0,32.86,0
09:51.4,0,0,0.28,0,0,0,32.86,0
09:51.5,0,0,0.29,0,0,0,32.86,0
09:51.7,0,0,0.28,0,0,0,32.86,0
09:51.8,0,0,0.28,0,0,0,32.86,0
09:51.9,0,0,0.28,0,0,0,32.86,0
09:52.0,0,0,0.28,0,0,0,32.86,0
09:52.1,0,0,0.28,0,0,0,32.86,0
09:52.2,0,0,0.28,0,0,0,32.86,0
09:52.3,0,0,0.29,0,0,0,32.86,0
09:52.4,0,0,0.28,0,0,0,32.86,0
09:52.5,0,0,0.28,0,0,0,32.86,0
09:52.7,0,0,0.28,0,0,0,32.86,0
09:52.8,0,0,0.29,0,0,0,32.86,0
09:52.9,0,0,0.29,0,0,0,32.86,0
09:53.0,0,0,0.28,0,0,0,32.86,0
09:53.1,0,0,0.28,0,0,0,32.86,0
09:53.2,0,0,0.28,0,0,0,32.86,0
09:53.3,0,0,0.29,0,0,0,32.86,0
09:53.4,0,0,0.29,0,0,0,32.86,0
09:53.5,0,0,0.28,0,0,0,32.86,0
09:53.6,0,0,0.29,0,0,0,32.86,0
09:53.7,0,0,0.28,0,0,0,32.86,0
09:53.9,0,0,0.28,0,0,0,32.86,0
09:54.0,0,0,0.29,0,0,0,32.86,0
09:54.1,0,0,0.29,0,0,0,32.86,0
09:54.2,0,0,0.29,0,0,0,32.86,0
09:54.3,0,0,0.29,0,0,0,32.86,0
09:54.4,0,0,0.28,0,0,0,32.86,0
09:54.5,0,0,0.29,0,0,0,32.86,0
09:54.6,0,0,0.29,0,0,0,32.86,0
09:54.7,0,0,0.3,0,0,0,32.86,0
09:54.8,0,0,0.28,0,0,0,32.86,0
09:55.0,0,0,0.28,0,0,0,32.86,0
09:55.1,0,0,0.28,0,0,0,32.86,0
09:55.2,0,0,0.3,0,0,0,32.86,0
09:55.3,0,0,0.29,0,0,0,32.86,0
09:55.4,0,0,0.29,0,0,0,32.86,0
09:55.5,0,0,0.29,0,0,0,32.86,0
09:55.6,0,0,0.29,0,0,0,32.86,0
09:55.7,0,0,0.29,0,0,0,32.86,0
09:55.8,0,0,0.28,0,0,0,32.86,0
09:55.9,0,0,0.28,0,0,0,32.86,0
09:56.0,0,0,0.29,0,0,0,32.86,0
09:56.2,0,0,0.29,0,0,0,32.86,0
09:56.3,0,0,0.28,0,0,0,32.86,0
09:56.4,0,0,0.29,0,0,0,32.86,0
09:56.5,0,0,0.29,0,0,0,32.86,0
09:56.6,0,0,0.29,0,0,0,32.86,0
09:56.7,0,0,0.28,0,0,0,32.86,0
09:56.8,0,0,0.28,0,0,0,32.86,0
09:56.9,0,0,0.29,0,0,0,32.86,0
09:57.0,0,0,0.29,0,0,0,32.86,0
09:57.1,0,0,0.28,0,0,0,32.86,0
09:57.2,0,0,0.28,0,0,0,32.86,0
09:57.4,0,0,0.28,0,0,0,32.86,0
09:57.5,0,0,0.28,0,0,0,32.86,0
09:57.6,0,0,0.29,0,0,0,32.86,0
09:57.7,0,0,0.28,0,0,0,32.86,0
09:57.8,0,0,0.28,0,0,0,32.86,0
09:57.9,0,0,0.29,0,0,0,32.86,0
09:58.0,0,0,0.29,0,0,0,32.86,0
09:58.1,0,0,0.28,0,0,0,32.86,0
09:58.2,0,0,0.29,0,0,0,32.86,0
09:58.3,0,0,0.29,0,0,0,32.86,0
09:58.5,0,0,0.29,0,0,0,32.86,0
09:58.6,0,0,0.29,0,0,0,32.86,0
09:58.7,0,0,0.29,0,0,0,32.86,0
09:58.8,0,0,0.29,0,0,0,32.86,0
09:58.9,0,0,0.28,0,0,0,32.86,0
09:59.0,0,0,0.29,0,0,0,32.86,0
09:59.1,0,0,0.29,0,0,0,32.86,0
09:59.2,0,0,0.29,0,0,0,32.86,0
09:59.3,0,0,0.29,0,0,0,32.86,0
09:59.5,0,0,0.28,0,0,0,32.86,0
09:59.6,0,0,0.28,0,0,0,32.86,0
09:59.7,0,0,0.29,0,0,0,32.86,0
09:59.8,0,0,0.28,0,0,0,32.86,0
09:59.9,0,0,0.28,0,0,0,32.86,0
10:00.0,0,0,0.28,0,0,0,32.86,0
