Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
07:53.3,0,0,0.3,0,0,0,0,0
07:53.3,0,0,0.3,0,0,0,0,0
07:53.4,0,0,0.3,0,0,0,0,0
07:53.6,0,0,0.3,0,0,0,0,0
07:53.7,0,0,0.3,0,0,0,0,0
07:53.8,0,0,0.3,0,0,0,0,0
07:53.9,0,0,0.3,0,0,0,0,0
07:54.0,0,0,0.3,0,0,0,0,0
07:54.1,0,0,0.3,0,0,0,0,0
07:54.2,0,0,0.3,0,0,0,0,0
07:54.3,0,0,0.3,0,0,0,0,0
07:54.4,0,0,0.3,0,0,0,0,0
07:54.6,0,0,0.3,0,0,0,0,0
07:54.6,0,0,0.3,0,0,0,0,0
07:54.8,0,0,0.3,0,0,0,0,0
07:54.9,0,0,0.3,0,0,0,0,0
07:55.0,0,0,0.3,0,0,0,0,0
07:55.1,0,0,0.3,0,0,0,0,0
07:55.2,0,0,0.3,0,0,0,0,0
07:55.3,0,0,0.3,0,0,0,0,0
07:55.4,0,0,0.3,0,0,0,0,0
07:55.5,0,0,0.3,0,0,0,0,0
07:55.6,0,0,0.3,0,0,0,0,0
07:55.8,0,0,0.3,0,0,0,0,0
07:55.9,0,0,0.3,0,0,0,0,0
07:56.0,0,0,0.3,0,0,0,0,0
07:56.1,0,0,0.3,0,0,0,0,0
07:56.2,0,0,0.3,0,0,0,0,0
07:56.3,0,0,0.3,0,0,0,0,0
07:56.4,0,0,0.3,0,0,0,0,0
07:56.5,0,0,0.3,0,0,0,0,0
07:56.6,0,0,0.3,0,0,0,0,0
07:56.7,0,0,0.3,0,0,0,0,0
07:56.8,0,0,0.31,0,0,0,0,0
07:57.0,0,0,0.3,0,0,0,0,0
07:57.1,0,0,0.3,0,0,0,0,0
07:57.2,0,0,0.3,0,0,0,0,0
07:57.3,0,0,0.3,0,0,0,0,0
07:57.4,0,0,0.3,0,0,0,0,0
07:57.5,0,0,0.3,0,0,0,0,0
07:57.6,0,0,0.3,0,0,0,0,0
07:57.7,0,0,0.3,0,0,0,0,0
07:57.9,0,0,0.3,0,0,0,0,0
07:58.0,0,0,0.31,0,0,0,0,0
