Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
30:24.5,0,0,0.31,232,0.9,0,0,0
30:24.6,0,0,0.31,210,0.7,0,0,0
30:24.9,0,0,0.31,176,0.4,0,0,0
30:25.0,0,0,0.32,147,0.1,0,0,0
30:25.1,0,0,0.31,129,0,0,0,0
30:25.2,0,0,0.31,113,0,0,0,0
30:25.3,0,0,0.3,98,0,0,0,0
30:25.4,0,0,0.3,85,0,0,0,0
30:25.6,0,0,0.3,67,0,0,0,0
30:25.7,0,0,0.3,59,0,0,0,0
30:25.8,0,0,0.29,51,0,0,0,0
30:25.8,0,0,0.3,44,0,0,0,0
30:26.0,0,0,0.3,35,0,0,0,0
30:26.1,0,0,0.3,29,0,0,0,0
30:26.3,0,0,0.3,23,0,0,0,0
30:26.4,0,0,0.29,20,0,0,0,0
30:26.5,0,0,0.29,17,0,0,0,0
30:26.9,0,0,0.29,10,0,0,0,0
30:27.0,0,0,0.29,9,0,0,0,0
30:27.2,0,0,0.3,7,0,0,0,0
30:27.3,0,0,0.29,6,0,0,0,0
30:27.5,0,0,0.3,4,0,0,0,0
30:27.6,0,0,0.29,4,0,0,0,0
30:27.7,0,0,0.29,3,0,0,0,0
30:27.8,0,0,0.29,3,0,0,0,0
30:27.8,0,0,0.31,2,0,0,0,0
30:27.9,0,0,0.31,2,0,0,0,0
30:28.1,0,0,0.31,2,0,0,0,0
30:28.1,0,0,0.31,2,0,0,0,0
30:28.3,0,0,0.31,1,0,0,0,0
30:28.4,0,0,0.31,1,0,0,0,0
30:28.5,0,0,0.31,1,0,0,0,0
30:28.6,0,0,0.31,1,0,0,0,0
30:28.7,0,0,0.31,1,0,0,0,0
30:28.9,0,0,0.31,0,0,0,0,0
30:29.0,0,0,0.31,0,0,0,0,0
30:29.1,0,0,0.31,0,0,0,0,0
30:29.2,0,0,0.31,0,0,0,0,0
30:29.3,0,0,0.31,0,0,0,0,0
30:29.4,0,0,0.31,0,0,0,0,0
30:29.5,0,0,0.31,0,0,0,0,0
30:29.6,0,0,0.31,0,0,0,0,0
30:29.7,0,0,0.31,0,0,0,0,0
30:29.9,0,0,0.31,0,0,0,0,0
30:30.4,0,0,0.31,0,0,0,0,0
30:30.7,0,0,0.31,0,0,0,0,0
30:30.8,0,0,0.3,0,0,0,0,0
30:30.9,0,0,0.3,0,0,0,0,0
30:31.2,0,0,0.29,0,0,0,0,0
30:31.2,0,0,0.3,0,0,0,0,0
30:31.3,0,0,0.29,0,0,0,0,0
30:31.4,0,0,0.29,0,0,0,0,0
30:31.6,0,0,0.29,0,0,0,0,0
30:31.6,0,0,0.29,0,0,0,0,0
30:32.3,0,0,0.3,0,0,0,0,0
30:32.4,0,0,0.29,0,0,0,0,0
30:32.5,0,0,0.31,0,0,0,0,0
30:32.6,0,0,0.31,0,0,0,0,0
30:32.7,0,0,0.3,0,0,0,0,0
30:32.9,0,0,0.29,0,0,0,0,0
30:33.0,0,0,0.29,0,0,0,0,0
30:33.1,0,0,0.31,0,0,0,0,0
30:33.2,0,0,0.29,0,0,0,0,0
30:33.4,0,0,0.29,0,0,0,0,0
30:33.4,0,0,0.31,0,0,0,0,0
30:33.5,0,0,0.29,0,0,0,0,0
30:33.6,0,0,0.29,0,0,0,0,0
