Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
47:30.2,44.5,45.3,2.45,1583,13.3,0.075,14.39,0
47:30.3,44.2,43.8,2.38,1582,13.1,0,14.5,0
47:30.4,44.5,45.3,2.37,1581,13,0.035,14.6,0
47:30.5,44.7,45.3,2.44,1580,13.2,0.048,14.69,0
47:30.6,44.8,44.3,2.37,1578,13,0,14.79,0
47:30.7,44.3,44.5,2.38,1576,13,0.026,14.88,0
47:31.3,44.7,44.5,2.38,1561,13,0.084,15.49,0
47:31.4,44.1,43.8,2.38,1558,12.8,0,15.59,0
47:31.5,44.7,44.5,2.41,1559,12.9,0.132,15.68,0
47:31.6,44.1,43.7,2.46,1557,12.9,0.004,15.77,0
47:31.7,44.6,44.6,2.44,1557,12.9,0.03,15.86,0
47:32.1,44.5,43.8,2.39,1553,13,0,16.23,0
47:32.3,44.6,43.9,2.47,1552,12.9,0.088,16.41,0
47:32.4,44.2,43.8,2.38,1551,12.7,0,16.51,0
47:32.5,44.5,43.7,2.4,1550,13,0.119,16.6,0
47:33.0,44.8,45.3,2.44,1546,12.8,0,17.12,0
47:33.2,44.4,44.2,2.37,1544,12.6,0,17.3,0
47:33.2,44.1,44.6,2.46,1543,12.9,0.163,17.39,0
47:33.8,44.6,44.5,2.38,1547,12.9,0,17.97,0
47:33.9,44.4,44,2.41,1549,12.8,0,18.06,0
47:34.0,44.4,44.5,2.42,1549,13,0.119,18.17,0
47:34.1,45,44.4,2.43,1549,12.9,0.004,18.26,0
47:34.2,44.4,44.8,2.41,1551,12.9,0.066,18.35,0
47:34.3,44.5,43.9,2.38,1550,13.1,0.154,18.45,0
47:34.7,44,43.7,2.39,1558,12.9,0,18.88,0
47:34.9,44.1,44.6,2.38,1559,13,0.035,18.99,0
47:35.0,44.2,44.3,2.42,1562,13.1,0.044,19.1,0
47:35.1,44.7,45.3,2.42,1561,13.1,0.11,19.24,0
47:35.6,44.5,44.8,2.46,1558,13,0.004,19.7,0
47:35.7,44.7,43.9,2.41,1556,12.7,0,19.8,0
47:35.8,44,43.7,2.38,1554,12.8,0.084,19.9,0
47:35.9,44,43.8,2.38,1550,12.8,0.057,20,0
47:36.0,44.6,44.1,2.46,1547,12.6,0,20.11,0
47:36.4,43.9,44.5,2.44,1534,12.7,0.159,20.54,0
47:36.5,44.5,45.1,2.38,1532,12.8,0.092,20.64,0
47:36.6,44.4,45.3,2.42,1531,12.5,0,20.74,0
47:36.7,44.3,44.5,2.45,1532,12.9,0.115,20.83,0
47:37.0,44.1,43.7,2.38,1533,12.9,0,21.13,0
47:37.2,44.1,45,2.37,1537,12.9,0,21.33,0
47:37.3,44.4,45.3,2.41,1536,12.9,0,21.42,0
47:37.5,44.3,45.1,2.38,1540,13.1,0.137,21.62,0
47:37.6,44.2,45.2,2.44,1541,12.9,0,21.72,0
47:37.7,44.5,44.3,2.38,1544,12.8,0.079,21.83,0
47:38.1,44.6,43.8,2.42,1548,13,0.221,22.26,0
