Time,Inputs | Throttle Command,Inputs | Mapped Throttle,Inputs | Throttle Pot,Motor | Motor RPM,Vehicle | Vehicle Speed,Vehicle | Vehicle Acceleration,Vehicle | Time Between Speeds,Vehicle | Braking Distance Captured
23:06.7,0,0,0.29,0,0,0,0,0
23:06.8,0,0,0.29,0,0,0,0,0
23:07.3,0,0,0.29,0,0,0,0,0
23:07.9,0,0,0.29,0,0,0,0,0
23:08.0,0,0,0.29,0,0,0,0,0
23:08.1,0,0,0.29,0,0,0,0,0
23:08.6,0,0,0.29,0,0,0,0,0
23:08.7,0,0,0.3,0,0,0,0,0
23:08.8,0,0,0.29,0,0,0,0,0
23:09.0,0,0,0.29,0,0,0,0,0
23:09.1,0,0,0.29,0,0,0,0,0
23:09.5,0,0,0.29,0,0,0,0,0
23:09.5,0,0,0.3,0,0,0,0,0
23:09.6,0,0,0.29,0,0,0,0,0
23:09.7,0,0,0.29,0,0,0,0,0
23:09.8,0,0,0.29,0,0,0,0,0
23:09.9,0,0,0.29,0,0,0,0,0
23:10.0,0,0,0.28,0,0,0,0,0
23:10.2,0,0,0.29,0,0,0,0,0
23:10.6,0,0,0.29,0,0,0,0,0
23:10.8,0,0,0.28,0,0,0,0,0
23:10.9,0,0,0.3,0,0,0,0,0
23:11.0,0,0,0.29,0,0,0,0,0
23:11.3,0,0,0.29,0,0,0,0,0
23:11.4,0,0,0.29,0,0,0,0,0
23:11.5,0,0,0.3,0,0,0,0,0
23:11.6,0,0,0.29,0,0,0,0,0
23:11.8,0,0,0.29,0,0,0,0,0
23:12.1,0,0,0.3,0,0,0,0,0
23:12.2,0,0,0.29,0,0,0,0,0
23:12.2,0,0,0.29,0,0,0,0,0
23:12.4,0,0,0.29,0,0,0,0,0
23:12.4,0,0,0.29,0,0,0,0,0
23:12.8,0,0,0.29,0,0,0,0,0
23:12.8,0,0,0.29,0,0,0,0,0
23:13.0,0,0,0.29,0,0,0,0,0
23:13.0,0,0,0.3,0,0,0,0,0
23:13.1,0,0,0.29,0,0,0,0,0
23:13.2,0,0,0.29,0,0,0,0,0
23:13.3,0,0,0.29,0,0,0,0,0
23:13.6,0,0,0.29,0,0,0,0,0
23:13.9,0,0,0.28,0,0,0,0,0
23:14.0,0,0,0.29,0,0,0,0,0
23:14.2,0,0,0.29,0,0,0,0,0
23:14.2,0,0,0.3,0,0,0,0,0
23:14.3,3.6,14.8,0.76,0,0,0,0,0
23:15.0,15,15.2,0.76,29,0.4,0,0,0
23:15.1,14.9,15.1,0.76,32,0.4,0.004,0,0
23:15.3,15,14.5,0.75,43,0.8,0.035,0,0
23:15.4,14.9,14.8,0.79,52,0.9,0.022,0,0
23:15.8,14.8,14.6,0.75,102,1.7,0.075,0,0
23:16.0,14.8,15.3,0.78,125,1.8,0,0,0
23:16.2,14.7,14.7,0.74,158,2.1,0.008,0,0
23:16.8,14.8,14.5,0.78,261,3,0.017,0,0
23:16.9,14.6,14.9,0.77,275,3,0,0,0
