Topic:,/fixposition/fpa/odometry
time,pos_x,pos_y,pos_z,qx,qy,qz,qw,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,acc_x,acc_y,acc_z
1770803067.4904912,1055163.3469,6125692.1758,1424285.19,0.003306,0.619384,0.775108,0.124739,-0.0011,-0.0006,0.0004,0.00176,-0.00249,-0.0005,-0.0386,-0.0854,9.8179
1770803067.540146,1055163.3469,6125692.1758,1424285.19,0.003306,0.619384,0.775108,0.124739,-0.0011,-0.0006,0.0004,-0.00127,0.00216,0.00066,-0.0516,-0.0953,9.8168
1770803067.5906327,1055163.3469,6125692.1758,1424285.19,0.003306,0.619384,0.775108,0.124739,-0.0011,-0.0006,0.0004,-0.00085,0.00087,-0.00032,-0.0438,-0.0934,9.8074
1770803067.641919,1055163.3469,6125692.1758,1424285.19,0.00329,0.619362,0.775126,0.124733,0.0006,-0.0001,0.0001,0.00084,0.00052,-1e-05,-0.0439,-0.0996,9.8133
1770803067.6907096,1055163.3469,6125692.1758,1424285.19,0.00329,0.619362,0.775126,0.124733,0.0006,-0.0001,0.0001,-0.00119,-0.00058,0.00019,-0.0368,-0.0939,9.8067
1770803067.7401004,1055163.3469,6125692.1758,1424285.19,0.00329,0.619362,0.775126,0.124733,0.0006,-0.0001,0.0001,0.00074,0.00234,0.00073,-0.0339,-0.0897,9.8122
1770803067.7904017,1055163.3469,6125692.1758,1424285.19,0.00329,0.619362,0.775126,0.124733,0.0006,-0.0001,0.0001,0.00101,-0.00154,0.00013,-0.0342,-0.0835,9.8081
1770803067.8397918,1055163.3469,6125692.1758,1424285.19,0.00329,0.619362,0.775126,0.124733,0.0006,-0.0001,0.0001,-1e-05,-0.00034,4e-05,-0.04,-0.0891,9.8091
1770803067.8913846,1055163.347,6125692.1758,1424285.19,0.003305,0.61934,0.775143,0.124742,0.0008,-0.0006,-0.0001,0.0018,-0.00317,-0.00051,-0.0513,-0.0803,9.7999
1770803067.940406,1055163.347,6125692.1758,1424285.19,0.003305,0.61934,0.775143,0.124742,0.0008,-0.0006,-0.0001,0.0012,-0.00246,-0.00019,-0.0511,-0.0902,9.8198
1770803067.9903598,1055163.347,6125692.1758,1424285.19,0.003305,0.61934,0.775143,0.124742,0.0008,-0.0006,-0.0001,-0.00031,0.0021,0.00059,-0.0441,-0.0925,9.8129
1770803068.0426488,1055163.347,6125692.1758,1424285.19,0.003305,0.61934,0.775143,0.124742,0.0008,-0.0006,-0.0001,-0.0006,-0.00164,-5e-05,-0.0442,-0.0882,9.8086
1770803068.0923996,1055163.347,6125692.1758,1424285.19,0.003305,0.61934,0.775143,0.124742,0.0008,-0.0006,-0.0001,4e-05,-0.00083,0.00017,-0.0504,-0.0872,9.8088
1770803068.1405091,1055163.347,6125692.1758,1424285.19,0.003305,0.61934,0.775143,0.124742,0.0008,-0.0006,-0.0001,0.00096,-0.00202,-0.00031,-0.0485,-0.0947,9.8065
1770803068.1903393,1055163.3465,6125692.1758,1424285.1899,0.003381,0.619373,0.775112,0.12477,0.0017,-0.0003,-0.0003,-0.00015,0.00193,-0.0002,-0.0412,-0.0913,9.8104
1770803068.240525,1055163.3465,6125692.1758,1424285.1899,0.003381,0.619373,0.775112,0.12477,0.0017,-0.0003,-0.0003,-0.00184,0.00419,0.00059,-0.0294,-0.0877,9.8068
1770803068.2897167,1055163.3465,6125692.1758,1424285.1899,0.003381,0.619373,0.775112,0.12477,0.0017,-0.0003,-0.0003,0.0,-0.00014,9e-05,-0.0356,-0.0932,9.8132
1770803068.3403986,1055163.3465,6125692.1758,1424285.1899,0.003381,0.619373,0.775112,0.12477,0.0017,-0.0003,-0.0003,-9e-05,0.00164,0.00052,-0.0372,-0.0975,9.8072
1770803068.3913143,1055163.3465,6125692.1758,1424285.1899,0.003381,0.619373,0.775112,0.12477,0.0017,-0.0003,-0.0003,-0.00068,0.001,0.00024,-0.0416,-0.0966,9.8102
1770803068.4425502,1055163.3465,6125692.1758,1424285.1899,0.003419,0.619388,0.775098,0.12478,0.0001,-0.0005,0.0,-0.00142,0.00247,-6e-05,-0.0369,-0.0938,9.8072
1770803068.4905102,1055163.3465,6125692.1758,1424285.1899,0.003419,0.619388,0.775098,0.12478,0.0001,-0.0005,0.0,0.00057,-0.00059,-0.00021,-0.0367,-0.0924,9.8182
1770803068.5467694,1055163.3465,6125692.1758,1424285.1899,0.003419,0.619388,0.775098,0.12478,0.0001,-0.0005,0.0,0.00087,-0.00075,5e-05,-0.0377,-0.0994,9.8042
1770803068.5932462,1055163.3465,6125692.1758,1424285.1899,0.003419,0.619388,0.775098,0.12478,0.0001,-0.0005,0.0,0.00087,-0.00052,6e-05,-0.0315,-0.0913,9.8145
1770803068.639631,1055163.3465,6125692.1758,1424285.1899,0.003419,0.619388,0.775098,0.12478,0.0001,-0.0005,0.0,0.00124,-0.00206,-0.00015,-0.0351,-0.0901,9.8098
1770803068.6898196,1055163.3466,6125692.1758,1424285.1899,0.003396,0.619395,0.775097,0.124751,0.0004,-0.0003,0.0002,-0.00073,-0.0001,-0.0004,-0.0423,-0.0883,9.806
1770803068.7503977,1055163.3466,6125692.1758,1424285.1899,0.003396,0.619395,0.775097,0.124751,0.0004,-0.0003,0.0002,-0.00157,0.00392,0.0002,-0.0531,-0.0847,9.8109
1770803068.7901664,1055163.3466,6125692.1758,1424285.1899,0.003396,0.619395,0.775097,0.124751,0.0004,-0.0003,0.0002,0.00049,-0.0003,0.00019,-0.0331,-0.0859,9.805
1770803068.8449469,1055163.3466,6125692.1758,1424285.1899,0.003396,0.619395,0.775097,0.124751,0.0004,-0.0003,0.0002,0.00122,-0.00197,-0.00015,-0.0402,-0.0896,9.8131
1770803068.8915596,1055163.3466,6125692.1758,1424285.1899,0.003396,0.619395,0.775097,0.124751,0.0004,-0.0003,0.0002,0.00107,-0.00066,1e-05,-0.0339,-0.0883,9.8054
1770803068.941436,1055163.3466,6125692.1758,1424285.1899,0.003396,0.619395,0.775097,0.124751,0.0004,-0.0003,0.0002,-0.00099,0.00279,0.00021,-0.0378,-0.0961,9.8166
1770803068.9915547,1055163.3467,6125692.1758,1424285.1899,0.003435,0.619392,0.775093,0.124789,0.0,-0.0003,0.0001,-0.00033,-0.00146,-0.00045,-0.0415,-0.0853,9.8089
1770803069.0422237,1055163.3467,6125692.1758,1424285.1899,0.003435,0.619392,0.775093,0.124789,0.0,-0.0003,0.0001,0.00229,-0.00462,3e-05,-0.0417,-0.0901,9.8162
1770803069.0906627,1055163.3467,6125692.1758,1424285.1899,0.003435,0.619392,0.775093,0.124789,0.0,-0.0003,0.0001,-0.00118,0.00164,9e-05,-0.0489,-0.0983,9.8046
1770803069.1397028,1055163.3467,6125692.1758,1424285.1899,0.003435,0.619392,0.775093,0.124789,0.0,-0.0003,0.0001,-0.00051,3e-05,0.00039,-0.0564,-0.094,9.8096
1770803069.1906974,1055163.3467,6125692.1758,1424285.1899,0.003435,0.619392,0.775093,0.124789,0.0,-0.0003,0.0001,-0.00026,-0.00134,0.0,-0.0539,-0.0853,9.8136
1770803069.2405405,1055163.3465,6125692.1758,1424285.1899,0.003408,0.6194,0.775091,0.124762,0.0004,-0.0005,0.0003,0.0008,-0.00346,-0.00027,-0.0506,-0.0894,9.8124
1770803069.2919893,1055163.3465,6125692.1758,1424285.1899,0.003408,0.6194,0.775091,0.124762,0.0004,-0.0005,0.0003,-5e-05,0.00021,0.00016,-0.0427,-0.0942,9.8095
1770803069.3396826,1055163.3465,6125692.1758,1424285.1899,0.003408,0.6194,0.775091,0.124762,0.0004,-0.0005,0.0003,0.00245,-0.00212,-0.00025,-0.0458,-0.0947,9.8142
1770803069.3906224,1055163.3465,6125692.1758,1424285.1899,0.003408,0.6194,0.775091,0.124762,0.0004,-0.0005,0.0003,0.00052,0.00092,-0.00016,-0.0417,-0.0907,9.8124
1770803069.4406755,1055163.3465,6125692.1758,1424285.1899,0.003408,0.6194,0.775091,0.124762,0.0004,-0.0005,0.0003,-0.00096,0.00475,0.00048,-0.0373,-0.097,9.803
1770803069.4940913,1055163.3465,6125692.1758,1424285.1899,0.003408,0.6194,0.775091,0.124762,0.0004,-0.0005,0.0003,-8e-05,-0.00023,-0.00066,-0.0383,-0.0887,9.8187
1770803069.5421734,1055163.3468,6125692.1758,1424285.1899,0.003436,0.619406,0.775085,0.124771,-0.0012,-0.0005,0.0003,-0.00046,0.00328,-0.00013,-0.0319,-0.0917,9.8058
1770803069.590587,1055163.3468,6125692.1758,1424285.1899,0.003436,0.619406,0.775085,0.124771,-0.0012,-0.0005,0.0003,-0.00177,0.00548,0.00087,-0.0318,-0.0943,9.8203
1770803069.6406775,1055163.3468,6125692.1758,1424285.1899,0.003436,0.619406,0.775085,0.124771,-0.0012,-0.0005,0.0003,0.0004,0.00019,0.00024,-0.0207,-0.0973,9.8039
1770803069.690523,1055163.3468,6125692.1758,1424285.1899,0.003436,0.619406,0.775085,0.124771,-0.0012,-0.0005,0.0003,0.00037,0.00173,0.00038,-0.0172,-0.0883,9.8086
