Topic:,/fixposition/fpa/odomenu
time,pos_x,pos_y,pos_z,qx,qy,qz,qw,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,acc_x,acc_y,acc_z,fusion_status,imu_bias_status,gnss1_status,gnss2_status,wheelspeed_status
1770803063.6924322,34.0885,3.2342,-0.9885,0.004287,-0.00234,0.076309,-0.997072,0.0004,-0.0004,0.0001,0.00043,7e-05,-0.00067,-0.0254,-0.0972,9.8007,4,1,1,1,-1
1770803063.7401,34.0885,3.2342,-0.9885,0.004287,-0.00234,0.076309,-0.997072,0.0004,-0.0004,0.0001,-0.0006,0.0002,0.00017,-0.0082,-0.0939,9.817,4,1,1,1,-1
1770803063.7891402,34.0885,3.2342,-0.9885,0.004287,-0.00234,0.076309,-0.997072,0.0004,-0.0004,0.0001,0.00024,-0.00051,-0.00053,-0.0178,-0.0963,9.809,4,1,1,1,-1
1770803063.8402233,34.0885,3.2342,-0.9885,0.004283,-0.002273,0.076337,-0.99707,0.0003,-0.0,-0.0002,-6e-05,-0.00011,-0.00025,-0.0196,-0.1002,9.8123,4,1,1,1,-1
1770803063.8911886,34.0885,3.2342,-0.9885,0.004283,-0.002273,0.076337,-0.99707,0.0003,-0.0,-0.0002,-0.00125,0.00292,0.0004,-0.0363,-0.0915,9.8095,4,1,1,1,-1
1770803063.944522,34.0885,3.2342,-0.9885,0.004283,-0.002273,0.076337,-0.99707,0.0003,-0.0,-0.0002,-0.00096,0.00349,0.0003,-0.0096,-0.093,9.7929,4,1,1,1,-1
1770803063.9893305,34.0885,3.2342,-0.9885,0.004283,-0.002273,0.076337,-0.99707,0.0003,-0.0,-0.0002,0.00183,-0.00094,0.00049,-0.0055,-0.0924,9.8147,4,1,1,1,-1
1770803064.0456197,34.0885,3.2342,-0.9885,0.004283,-0.002273,0.076337,-0.99707,0.0003,-0.0,-0.0002,-0.0006,0.00111,-8e-05,-0.0425,-0.0983,9.8132,4,1,1,1,-1
1770803064.093315,34.0885,3.2342,-0.9885,0.004283,-0.002273,0.076337,-0.99707,0.0003,-0.0,-0.0002,0.00078,-9e-05,0.00012,-0.0296,-0.1013,9.815,4,1,1,1,-1
1770803064.145518,34.0883,3.2342,-0.9885,0.004324,-0.002296,0.076337,-0.99707,-0.0,-0.0004,0.0,-0.00113,0.00177,-0.00039,-0.0313,-0.0917,9.8067,4,1,1,1,-1
1770803064.1897817,34.0883,3.2342,-0.9885,0.004324,-0.002296,0.076337,-0.99707,-0.0,-0.0004,0.0,0.0032,-0.00514,9e-05,-0.0454,-0.0909,9.8129,4,1,1,1,-1
1770803064.2454638,34.0883,3.2342,-0.9885,0.004324,-0.002296,0.076337,-0.99707,-0.0,-0.0004,0.0,0.00093,-0.00237,1e-05,-0.0367,-0.096,9.8096,4,1,1,1,-1
1770803064.290304,34.0883,3.2342,-0.9885,0.004324,-0.002296,0.076337,-0.99707,-0.0,-0.0004,0.0,0.00115,-0.00191,-8e-05,-0.0503,-0.0887,9.8057,4,1,1,1,-1
1770803064.3474166,34.0883,3.2342,-0.9885,0.004324,-0.002296,0.076337,-0.99707,-0.0,-0.0004,0.0,-0.00028,-6e-05,5e-05,-0.046,-0.0945,9.8074,4,1,1,1,-1
1770803064.393174,34.0886,3.2342,-0.9885,0.004278,-0.002248,0.076317,-0.997072,0.0007,-0.0003,-0.0001,0.00045,-0.00233,-0.00023,-0.0498,-0.089,9.8083,4,1,1,1,-1
1770803064.4404433,34.0886,3.2342,-0.9885,0.004278,-0.002248,0.076317,-0.997072,0.0007,-0.0003,-0.0001,0.00273,-0.0039,-0.00012,-0.0552,-0.0898,9.8143,4,1,1,1,-1
1770803064.492485,34.0886,3.2342,-0.9885,0.004278,-0.002248,0.076317,-0.997072,0.0007,-0.0003,-0.0001,9e-05,-0.00198,-0.00017,-0.0457,-0.0912,9.8114,4,1,1,1,-1
1770803064.5439425,34.0886,3.2342,-0.9885,0.004278,-0.002248,0.076317,-0.997072,0.0007,-0.0003,-0.0001,-0.00083,0.00104,0.00034,-0.0708,-0.0985,9.8022,4,1,1,1,-1
1770803064.5915031,34.0886,3.2342,-0.9885,0.004278,-0.002248,0.076317,-0.997072,0.0007,-0.0003,-0.0001,0.00073,-0.00237,-0.0003,-0.071,-0.0893,9.8181,4,1,1,1,-1
