Topic:,/fixposition/poiimu
time,ang_vel_x,ang_vel_y,ang_vel_z,lin_acc_x,lin_acc_y,lin_acc_z
1771241026.089368,0.0061,-0.11316,0.06441,-0.0986,-1.5757,9.3251
1771241026.1457026,0.01122,-0.04254,0.05784,-2.475,0.2119,9.8937
1771241026.1902277,-0.0079,0.08097,0.05155,-0.0066,0.7514,9.8405
1771241026.2437284,0.01106,-0.11736,0.05106,-0.0199,-0.6758,9.4269
1771241026.2917826,0.01396,0.01935,0.04544,-0.3762,-0.4911,9.5192
1771241026.3493567,0.0033,-0.01867,0.04567,-1.1379,0.6463,9.9169
1771241026.3889048,0.0065,-0.0114,0.0433,-1.3329,0.1975,10.5228
1771241026.4499571,-0.00432,-0.10576,0.04578,-2.0138,0.1265,11.1262
1771241026.4893265,-0.00765,-0.08744,0.02547,-2.3397,0.7794,12.376
1771241026.5416472,-0.00855,-0.18777,0.03487,-0.0316,-0.6263,10.6629
1771241026.5936537,0.01158,-0.19148,0.03846,-1.4945,-0.6886,10.0822
1771241026.6405,0.01791,-0.19627,0.03389,-0.4996,-0.5462,9.9683
1771241026.6897557,0.02323,-0.14082,0.02885,-0.0776,-0.3776,9.8512
1771241026.7400572,0.03476,-0.15308,0.02953,-0.2042,-0.5765,9.4855
1771241026.7888112,0.02335,-0.15829,0.02204,0.516,0.3813,9.1527
1771241026.8389826,0.02509,-0.16875,0.02213,1.0354,-0.5096,9.596
1771241026.8922098,0.01649,-0.15821,0.01839,0.9442,-0.4784,8.7175
1771241026.9404395,0.02167,-0.07055,0.0174,1.8204,0.5432,8.5631
1771241026.9982355,0.04642,0.01033,0.00659,1.2879,-0.3678,8.6825
1771241027.039685,0.00038,0.19959,0.00367,4.1129,1.7134,7.7443
1771241027.0916271,-0.03921,0.139,0.03791,2.1802,0.1999,7.4902
1771241027.1401374,0.00191,0.05766,0.03769,0.6519,-1.7806,10.2921
1771241027.1941524,0.00482,0.01034,0.00762,0.246,-0.6933,10.1502
1771241027.244602,0.018,0.14041,-0.00374,2.0543,-0.8127,10.8789
1771241027.3038697,0.01439,0.33527,0.01024,1.9385,0.9911,10.4379
1771241027.3426049,-0.0012,0.42696,0.0232,0.7158,0.0485,10.1719
1771241027.3934317,0.0013,0.38061,0.02188,0.3657,0.1889,9.4824
1771241027.4403179,-0.01339,0.28673,0.02292,-1.1616,0.0427,9.1473
1771241027.4899037,-0.07224,0.31275,0.0395,0.1536,1.1448,7.8474
1771241027.546379,-0.06622,0.27664,0.05791,-1.7226,-0.8502,9.3661
1771241027.5897074,-0.02878,0.48261,0.00544,-2.4225,-1.2695,11.1492
1771241027.6396263,-0.02262,-0.07089,0.00036,-4.757,-1.0803,12.3243
1771241027.6918561,0.02641,0.01214,0.00182,-5.7031,-0.1852,12.2206
1771241027.7387023,0.03575,0.14977,0.02739,-1.2527,0.0147,10.589
1771241027.7901618,0.02573,0.0981,0.01322,-1.7999,0.0309,9.1093
1771241027.8403068,0.04218,-0.03449,0.01801,-1.8591,-0.9557,8.6022
1771241027.8937345,0.02927,-0.09552,-0.00813,-1.8098,0.3548,8.5536
1771241027.9405293,-0.01444,-0.01296,-0.0297,3.3436,1.933,5.9477
1771241027.9888592,-0.02727,-0.13965,0.03685,1.6331,-0.8288,9.5001
1771241028.044078,-0.00437,-0.2595,0.02658,-2.8278,-2.3619,10.0817
1771241028.0923357,-0.00418,-0.14151,0.01264,-0.1317,-0.716,9.5002
1771241028.1471958,0.01388,-0.21516,-0.00149,-0.2869,-0.827,10.1809
1771241028.1899612,0.00917,-0.13867,0.00633,0.0246,0.3617,9.6713
1771241028.2424054,-0.02352,-0.17435,0.00955,0.769,0.7144,9.6798
1771241028.2971666,-0.04066,-0.22206,0.0118,-0.5957,0.2323,9.6817
1771241028.339366,-0.05702,-0.21147,0.00042,0.1361,0.3006,9.431
1771241028.395425,-0.04228,-0.14569,-0.00983,1.3544,-0.7799,9.6477
1771241028.4385183,-0.02591,-0.1911,0.02552,2.4306,0.8509,10.1148
1771241028.5009332,-0.01711,-0.06148,0.01728,1.7857,-0.1019,11.635
1771241028.540891,0.00484,0.10315,0.01682,0.9619,-1.0211,11.5851
1771241028.603977,0.04162,0.1544,0.01675,-0.2038,-1.5082,10.6765
1771241028.6416903,0.02752,0.0087,0.00418,-0.9225,0.4848,10.3104
1771241028.6895823,0.04955,0.04911,0.00772,-1.6647,-1.3042,9.8621
1771241028.7392614,0.02953,-0.01137,0.0065,-1.1561,-0.4577,9.1947
1771241028.7884684,-0.00371,0.07502,0.00582,2.7122,-0.619,9.1859
1771241028.839792,-0.00123,0.06598,0.0086,1.2466,-1.3923,9.0625
1771241028.8887613,-0.01032,-0.04019,0.00075,0.2628,0.0669,9.5039
1771241028.9439924,-0.0136,0.0096,0.00477,0.075,-0.9731,9.9338
1771241028.9884746,-0.01162,-0.01731,0.0101,-0.8097,-0.1608,9.931
1771241029.0403168,-0.01434,0.03768,0.01195,0.9606,-0.5659,9.9116
1771241029.0886168,-0.00069,0.02567,0.00172,0.387,-0.538,9.5868
1771241029.138414,0.01257,-0.03157,0.00686,0.2369,-0.3766,10.3531
1771241029.2013311,0.02428,-0.08183,0.00468,-0.4927,-0.2366,9.5307
1771241029.2418897,0.00237,-0.03176,0.01699,-0.3777,0.404,9.9918
1771241029.288237,-0.00352,0.03127,0.00543,-0.6484,0.034,9.8338
1771241029.3404052,-7e-05,0.02706,0.00489,0.7623,0.8458,10.1082
1771241029.3946223,0.00059,-0.09311,0.01047,-0.5464,0.0416,9.7722
1771241029.4395251,0.00406,0.0056,0.00963,0.1667,-0.234,9.4913
1771241029.489018,-0.00369,0.09904,0.0074,0.672,0.2159,9.6416
1771241029.54118,-0.01117,0.04974,0.00286,0.8478,-0.4064,9.8674
1771241029.589623,0.00138,0.05906,0.00387,0.4256,-0.6514,9.8936
1771241029.6417484,0.00301,-0.03334,0.00655,0.5205,-0.4112,10.0153
1771241029.6936607,0.01045,-9e-05,0.00231,0.3105,-0.3911,10.0755
1771241029.7397559,0.00966,-0.04949,0.00064,-0.4482,-0.1027,9.9756
1771241029.7893531,-0.00528,0.01963,-0.0129,0.6255,0.2664,9.132
1771241029.8389003,-0.0014,-0.06746,-0.00672,-0.5093,-0.4368,9.9948
1771241029.8943572,-0.0004,0.00918,-0.00535,-0.3505,-0.5614,9.8729
1771241029.9484408,0.00808,-0.00997,-0.01627,-0.1403,0.1128,9.72
1771241029.9895742,0.01529,0.05735,-0.01023,0.9202,0.0488,9.8548
1771241030.0408928,0.00034,0.03429,-0.00347,0.1716,0.252,9.6496
1771241030.092827,0.00709,-0.01424,-0.01464,-0.0561,0.6326,9.5882
1771241030.1384377,0.00116,-0.0435,-0.00979,0.5079,-0.0151,10.2849
1771241030.18921,0.00056,-0.01537,-0.01763,-0.0318,-0.5207,10.0706
1771241030.2407231,0.00324,-0.02753,-0.01626,-0.2951,-0.2187,9.3862
1771241030.290395,0.00145,0.00912,-0.0139,-0.1034,0.2216,9.9108
1771241030.3392615,0.00192,0.01315,-0.01336,1.1703,-0.1184,9.9959
1771241030.3887846,0.00984,-0.06965,-0.00392,-0.726,0.0431,9.8305
1771241030.4437792,0.01545,0.00276,-0.01402,0.2596,0.6367,9.3854
1771241030.4912922,0.01437,0.01742,-0.00784,-0.1174,-0.0145,10.5906
1771241030.546249,0.00643,0.06743,-0.01386,0.4971,0.0492,9.9888
1771241030.5891562,0.00214,-0.05353,-0.00745,-0.4728,0.3382,9.573
1771241030.648246,0.0043,0.02825,-0.00266,0.6997,-0.2436,8.9256
1771241030.6892138,0.00672,0.06645,-0.01707,0.4941,-0.6865,8.9703
1771241030.7486138,0.01082,-0.00337,-0.00635,0.9341,-1.0233,9.5796
1771241030.78874,0.00495,-0.0216,-0.01076,-0.675,-0.4348,10.2531
1771241030.8400078,0.00276,0.04523,-0.01079,0.5785,-0.9167,9.6509
1771241030.8907516,0.01198,0.00532,-0.00528,0.4804,-0.4094,10.3574
1771241030.9387147,0.01941,-0.04262,-0.01247,0.0125,-0.5307,9.9303
1771241030.9938583,0.01566,-0.03364,-0.00884,-0.6488,0.5684,9.6046
1771241031.0388796,0.00985,-0.04834,-0.01655,-0.8103,0.7606,10.5563
1771241031.0928295,0.0061,-0.01375,-0.01034,-0.4449,0.075,10.2921
1771241031.1392362,0.00549,0.03991,-0.00262,0.5345,0.2766,9.5675
1771241031.1892889,0.00335,0.01975,-0.00806,-0.0621,-0.5229,9.38
1771241031.239947,0.01025,0.05207,-0.01464,0.6823,-0.2046,10.3477
1771241031.2934024,0.01119,0.0069,-0.01367,0.1358,-0.209,9.6846
1771241031.338083,0.00487,-0.02147,-0.00979,0.3149,0.0065,9.8404
1771241031.3884737,0.00186,0.00658,-0.0083,-0.2362,-0.1811,9.5272
1771241031.4387255,0.00337,0.06911,-0.004,0.2008,-0.8992,9.8405
1771241031.4924066,0.00164,0.06313,-0.01033,0.7041,-0.7369,9.8803
1771241031.5395732,0.00291,-0.02839,-0.00994,0.1319,0.0059,9.8021
1771241031.594317,0.00538,0.00444,-0.0064,-0.193,-0.2992,10.0139
1771241031.640041,0.00765,-0.04651,-0.00517,-0.7837,0.1311,9.2942
1771241031.6957595,0.00597,0.0268,-0.00945,0.367,0.4333,10.2331
1771241031.7387652,0.00284,-0.00114,-0.00836,0.2559,0.31,9.4058
1771241031.7919514,0.01124,-0.0223,-0.00715,0.0595,0.386,9.7813
1771241031.8386471,0.00426,-0.02893,-0.00755,-0.746,0.3838,10.0811
1771241031.8926258,0.00118,-0.01636,-0.00828,-0.4621,0.1955,9.7955
1771241031.9417062,-0.00205,0.05497,-0.01002,0.4916,-0.1969,9.6281
1771241031.9929295,0.00921,-0.0043,-0.01026,0.2474,-0.2773,10.1321
1771241032.040912,0.00696,-0.04647,-0.00651,-0.3216,0.097,10.0324
1771241032.0939982,0.00599,-0.0215,-0.00609,-0.6995,0.0515,10.3788
1771241032.139488,0.00045,0.06765,-0.00384,1.0372,0.3871,10.01
1771241032.1887019,-0.00963,0.01799,-0.01116,0.0775,0.4702,9.751
1771241032.2416053,-0.00523,-0.02442,-0.00752,0.2831,0.2564,9.8834
1771241032.2897298,0.00225,-0.00706,-0.00221,0.5414,0.1928,9.4553
1771241032.3395114,0.00666,0.03666,-0.01129,0.0373,0.1661,9.9784
1771241032.3920193,0.00307,0.06321,-0.00569,0.8648,0.502,10.0461
1771241032.441442,-0.00417,-0.00399,-0.00487,0.463,0.0646,10.0042
1771241032.4949036,-0.00291,-0.03821,-0.00163,-0.4715,0.0918,10.0145
1771241032.5389552,-0.00231,-0.01933,0.00377,-0.6754,0.5243,9.8797
1771241032.5970085,-0.00249,0.02579,-0.00059,1.0397,0.1088,9.7888
1771241032.63957,0.00401,0.00687,-0.00083,0.4802,0.4904,10.0485
1771241032.7045875,-0.00556,0.02281,0.00116,0.0155,0.5601,9.8741
1771241032.7380204,-0.00705,-0.00015,0.00048,0.1129,0.2456,9.5824
1771241032.797482,2e-05,0.01873,-0.00164,1.428,-0.142,9.3212
1771241032.8381598,-0.00924,-0.01605,0.00243,-0.1966,-0.0541,10.3464
1771241032.8991246,-0.01733,0.03444,0.00499,-0.0931,-0.3661,9.4032
1771241032.939473,-0.01937,0.05178,-0.00408,1.4083,0.2324,9.5813
1771241032.98881,-0.01155,-0.04513,0.00352,-0.3304,-0.6138,9.2409
1771241033.0413477,-0.00082,0.05582,-0.00542,0.5972,-0.9659,10.2245
1771241033.088531,-0.0121,-0.04351,-0.00171,-0.3889,0.1102,9.7873
1771241033.1404202,-0.00423,-0.0664,0.00256,-0.2427,-0.5975,9.408
1771241033.1905677,-0.0014,0.05132,-0.0041,-0.167,-0.8575,9.9526
1771241033.2391698,-0.00629,-0.01038,-0.00614,-0.862,0.4118,9.9618
1771241033.2921226,-0.00487,-0.07189,-0.00176,-0.0849,-0.5037,9.8447
1771241033.3452284,-0.00018,-0.019,-0.0009,-0.0097,-0.4334,9.6107
1771241033.3897233,-0.00271,-0.00291,-0.00277,-0.2608,-0.1474,10.0999
1771241033.4391754,-0.00043,0.03447,-0.00767,-0.0582,0.2151,9.7715
1771241033.493998,-0.00558,0.10241,-0.00869,1.3479,0.2436,9.8143
1771241033.5394156,-0.01404,0.06029,-0.00732,1.1858,-0.4168,9.7592
1771241033.5886292,-0.0081,0.00587,0.00553,0.0478,-0.1394,9.3055
1771241033.6420577,-0.00519,-0.01235,-0.00145,-0.8573,-0.7102,10.103
1771241033.6883514,-0.01114,0.00338,-0.00988,-0.1109,-1.1502,9.4886
1771241033.7395291,-0.00688,0.01103,-0.00578,0.426,-0.7311,9.0879
1771241033.7893808,-0.01837,-0.07897,-0.00252,-0.7217,-0.3133,10.279
1771241033.838132,-0.00409,-0.0645,0.00256,-0.5563,-1.0205,9.7632
1771241033.8891468,-0.00359,0.07576,-0.00954,0.2015,0.8901,9.6484
1771241033.9439383,-0.0092,-0.01249,-0.01431,0.6606,0.3375,9.7807
1771241033.988499,-0.00461,-0.02071,-0.00862,-0.4677,-0.404,9.5017
1771241034.039179,-0.00483,-0.02764,0.00149,0.1405,-0.5379,9.9171
1771241034.096278,0.00422,-0.03335,0.00619,-1.1091,-0.7999,9.7652
1771241034.1418803,0.00656,-0.00417,-0.00798,-0.5873,-0.7503,10.5565
1771241034.189602,-0.00774,0.06475,-0.01492,0.1953,0.2307,10.4438
1771241034.2415817,-0.004,0.02546,-0.00724,1.0738,0.0385,10.0082
1771241034.290088,0.00527,0.0281,-0.00175,1.4036,-0.4696,10.2547
1771241034.3395455,-0.00337,-0.04065,-0.00126,-0.6152,0.6569,9.7761
1771241034.3892317,-0.00133,-0.00221,0.0043,-0.1206,0.5804,9.7713
1771241034.4387665,-0.0019,0.00964,0.0022,0.0359,0.3521,9.7593
1771241034.4931185,-0.00979,-0.01384,-0.00388,-0.2242,0.7207,9.7587
1771241034.5408092,-0.00141,0.04372,0.0063,0.4193,-0.7409,10.0149
1771241034.5883992,-0.00474,-0.00605,0.00368,0.4805,-0.3944,10.2469
1771241034.640756,-0.00104,-0.08114,0.0075,-0.8467,-0.4577,9.8484
1771241034.6919925,0.00739,-0.0074,-0.00277,0.1516,-0.1283,9.5919
1771241034.7471023,0.0001,-0.06031,0.00595,-1.1572,0.5456,10.3744
1771241034.7892642,-0.00188,0.008,0.00829,-0.1176,-0.2235,9.7681
1771241034.8452551,0.00453,0.0323,0.01061,0.278,-0.3653,10.3068
1771241034.8886127,0.00754,0.10963,-0.00176,0.5969,-0.7088,10.0524
1771241034.949555,-0.00495,0.04273,0.00681,0.7578,-0.7078,10.4226
1771241034.9883523,-0.0127,0.04609,0.00945,0.9816,-0.9761,10.0037
1771241035.0501406,-0.00909,0.00147,0.0029,0.2643,-1.6959,9.0502
1771241035.0889258,-0.009,-0.02471,0.00085,-0.0425,-1.4085,9.7048
1771241035.1389205,-0.00129,-0.10903,-0.00181,-0.0069,-1.1915,9.7223
1771241035.192771,0.01002,-0.04378,0.00972,-0.7311,-0.9135,9.1084
1771241035.2405384,0.00369,0.00275,0.00629,-0.3648,0.0805,9.8802
1771241035.2898867,0.00338,0.04639,0.00145,1.3172,0.3253,9.1716
1771241035.3388243,0.00196,0.00927,0.00515,-0.6058,-0.4258,9.2925
1771241035.3900113,0.00919,-0.01627,-0.00261,-0.9955,-0.3033,9.9665
1771241035.4388208,-0.00144,-0.01494,0.00262,0.0269,0.185,9.6197
1771241035.4893072,-0.00874,0.01322,0.00832,1.2439,-0.7981,9.5118
1771241035.538599,0.01376,-0.04855,0.01772,-0.6959,-0.8046,9.9434
1771241035.5904365,0.00689,0.07385,0.00151,0.1834,0.3834,10.2346
1771241035.6387944,-0.00932,0.05736,-0.00165,0.8967,0.9521,9.5024
1771241035.688352,-0.00789,-0.06412,0.00818,-1.1835,0.4177,9.917
1771241035.7425723,-0.00721,-0.03025,0.007,-0.5711,0.9611,9.0775
1771241035.7898998,0.00202,-0.0158,-0.00196,0.6934,0.6417,9.6139
1771241035.8386664,-0.00427,-0.01041,0.00492,-0.5944,0.879,9.7778
1771241035.8883648,0.00012,0.02402,0.01452,-0.0245,0.1879,9.988
1771241035.945212,-0.00508,0.03962,0.00256,0.1802,1.0293,10.1062
1771241035.9889317,-0.00755,-0.0929,0.00493,-0.3133,0.7564,10.2986
1771241036.0417137,-0.00443,-0.01588,0.01565,-1.3297,-0.4032,10.6848
1771241036.0928435,-0.00664,0.14165,-0.00177,0.0195,-0.1327,9.829
1771241036.1424193,-0.02489,0.09966,-0.00404,0.9319,-0.5598,9.4248
1771241036.1974282,-0.013,-0.0711,0.00663,-0.6537,-2.4604,9.4883
1771241036.2430935,0.00683,-0.03292,0.00804,-0.2341,-0.6423,9.6011
1771241036.2885492,-0.0043,-0.08525,0.00597,-0.4805,0.0264,9.6725
1771241036.3387215,-0.00033,-0.0747,0.01009,-1.4657,0.2868,10.0737
1771241036.3890872,0.00211,5e-05,0.00363,-0.1084,0.4939,9.5771
1771241036.444358,-0.00274,-0.01539,-0.00122,-0.0289,0.5922,9.2249
1771241036.4990413,0.00531,-0.04997,0.00146,-0.2558,0.0478,8.8429
1771241036.540866,0.0075,-0.12459,0.00741,-1.9759,0.4548,10.0821
1771241036.590619,0.00734,0.07605,-0.00105,-0.8611,0.4523,9.6124
1771241036.6384826,-0.01369,0.01345,-0.00774,0.9462,1.1337,9.6604
1771241036.6925044,-0.00668,-0.0217,0.0145,0.1737,-0.7764,9.3002
1771241036.7386484,-0.01295,-0.01317,0.00408,-1.1569,-0.809,9.7695
1771241036.7907407,-0.02065,0.11187,-0.00113,0.3129,0.5572,10.0247
1771241036.84179,-0.01994,0.0791,-0.00263,1.0913,0.137,9.5242
1771241036.8932033,-0.00339,-0.02832,0.01104,0.8833,-0.7325,9.176
1771241036.9494736,-0.00552,0.03113,-0.00067,-1.3008,0.7655,9.6825
1771241036.9960713,-0.021,0.1105,-0.00438,0.9554,0.2013,9.7029
1771241037.0400553,-0.00823,-0.00436,0.00225,-0.0316,-0.6107,8.9211
1771241037.0978913,-0.00374,0.05674,-0.0039,-0.1006,-0.0288,10.2359
1771241037.141369,6e-05,-0.00856,0.00241,0.1747,-0.2253,9.2653
1771241037.1933198,0.00023,0.07261,-0.00141,0.8562,-0.2832,10.1613
1771241037.240591,0.00033,-0.0079,-0.00338,-0.2844,-0.4724,10.513
1771241037.2884104,-0.00657,0.1062,-0.00676,0.5231,0.4801,10.2731
1771241037.3413355,-0.01061,-0.09208,0.01024,0.6879,-0.9879,10.2917
1771241037.389642,-0.01427,0.06781,0.00847,0.3713,-1.0115,9.8087
1771241037.443616,-0.00995,0.01354,-0.01001,-0.3195,0.6271,9.5104
1771241037.490701,-0.01418,0.00481,-0.00241,-0.292,-0.9408,10.5398
1771241037.5443177,-0.00851,0.02633,-0.00754,0.1109,-1.4252,9.1786
1771241037.5888813,8e-05,0.22582,0.00332,1.771,-1.3267,9.6497
1771241037.6381037,-0.01399,-0.10167,0.00489,1.7831,-2.2996,9.8009
1771241037.6891248,-0.01404,-0.07082,-0.00256,1.153,-1.6045,9.6656
1771241037.7392282,0.00866,-0.17244,0.0168,-0.8379,-2.0069,10.3948
1771241037.788626,-0.00577,-0.02993,0.00886,-2.4176,0.4063,10.086
1771241037.8398566,0.01692,-0.03148,-0.00377,0.8319,-1.6773,10.2539
1771241037.8928688,0.01397,-0.10079,-0.00441,0.0453,0.5963,10.0211
1771241037.9411263,0.00206,-0.06821,0.01103,-2.0515,0.8457,9.8826
1771241037.9908843,0.00706,0.0924,0.00438,1.1573,1.3747,9.6235
1771241038.0426266,-0.00672,-0.04332,0.00454,0.3117,1.7694,9.6624
1771241038.093015,0.00371,-0.09373,0.0073,-1.6494,0.5058,8.9253
1771241038.1405437,-0.00559,-0.08412,0.00859,-0.5078,0.8979,10.3104
1771241038.1897402,0.00733,0.0034,0.01194,-1.1824,-0.9055,10.1195
1771241038.2392511,0.0108,-0.02354,0.00607,-1.7363,0.3772,9.3933
1771241038.287984,0.01035,0.01932,0.0167,-1.3035,-0.3325,9.8175
1771241038.3428864,0.0055,0.01147,0.01005,-0.9347,0.8452,10.5625
1771241038.3910856,0.00422,-0.01257,0.02739,-1.3236,-0.4176,9.8187
1771241038.4394445,-0.00518,0.04324,0.02362,-0.9752,-0.3228,10.0751
1771241038.4937606,-0.01653,0.15923,0.018,2.095,-0.559,10.0248
1771241038.5415325,-0.00603,-0.07624,0.01115,-0.4041,-0.5359,8.7759
1771241038.5903056,-0.00767,0.07934,0.00976,1.5261,-1.9944,9.3798
1771241038.6383133,0.00706,-0.04565,0.01417,0.2607,-0.8758,10.2175
1771241038.6893146,0.01823,-0.20356,0.01557,-1.3129,-0.6879,9.1911
1771241038.7402723,0.0184,-0.03656,0.01583,-0.4463,0.9597,10.0485
1771241038.7921603,-0.00432,-0.01461,0.0176,-0.9193,0.526,9.7788
1771241038.8411746,0.00191,0.00442,0.00541,-0.1662,-0.1949,10.0096
1771241038.8907833,-0.00463,0.0519,0.00292,-0.1316,0.5686,10.0088
1771241038.9409175,-0.00523,-0.02892,0.02111,0.4411,0.015,10.0819
1771241038.9895964,0.01482,-0.03576,0.01635,-0.6248,-0.1003,9.6098
1771241039.043598,0.00425,0.05716,0.01859,0.4274,0.6799,9.4606
1771241039.0937119,-0.00513,-0.00532,0.01634,-0.6789,0.8901,9.7151
1771241039.1478992,-0.01556,-0.0152,0.00959,0.1703,1.1678,10.1108
1771241039.192238,-0.00854,-0.07575,0.01464,-0.1839,-0.1292,9.5728
1771241039.2478683,0.00957,0.01976,0.00873,-0.2078,-0.8499,9.9011
1771241039.297288,0.00405,-0.04346,0.01327,-1.5243,-0.2544,9.5856
1771241039.339052,-9e-05,0.05039,0.01833,-0.421,-0.3136,9.9671
1771241039.3914316,-0.00457,0.01133,0.01276,0.7134,-0.0287,9.2592
1771241039.4401255,-0.00274,-0.01886,0.01493,0.2775,-0.6434,9.2906
1771241039.4932168,-0.0094,0.01432,0.00618,-0.4919,0.0699,9.3701
1771241039.5393448,-0.01115,-0.06936,0.02033,-0.7907,-0.8099,10.415
1771241039.5885026,-0.00184,-0.02561,0.01059,-0.9536,-1.1423,10.3582
1771241039.6382587,0.00903,-0.08304,0.01961,0.3377,-1.1045,10.0532
1771241039.688123,0.02052,-0.02078,0.01363,0.0429,-0.1188,10.1664
1771241039.742396,0.00505,-0.07944,0.01134,-1.6013,0.5812,9.9399
1771241039.7939584,0.00442,0.00273,0.01679,-0.0659,-0.2529,10.2218
1771241039.8387737,-0.00059,0.01626,0.01101,0.7044,0.1775,9.464
1771241039.8952866,0.00297,0.04321,0.00905,1.7088,0.1662,9.6197
1771241039.9394917,0.0081,0.03516,0.01012,0.5258,-0.4786,10.2026
1771241039.9903517,-0.00662,0.00221,0.00541,-0.1247,0.6762,9.7422
1771241040.0436711,-0.00393,-0.04875,0.02055,-0.5752,-0.7388,9.4447
1771241040.0896986,0.00928,0.00587,0.01755,-0.0653,-0.0808,9.1934
1771241040.138944,-0.00502,0.006,0.01197,0.4542,0.1794,9.8398
1771241040.1887856,-0.00115,0.00628,0.00908,-0.1357,0.2864,9.9828
1771241040.2390916,-0.00288,-0.03378,0.01205,-0.4791,0.3587,10.0466
1771241040.2922196,-0.00914,0.01525,0.01573,-0.0654,-0.221,9.7873
1771241040.341463,-0.00663,-0.02506,0.01485,-1.0695,0.0468,10.5327
1771241040.3945427,-0.01091,0.04997,0.00837,0.3371,-0.2591,9.6381
1771241040.4408374,-0.00557,0.02216,0.01174,-0.3363,0.1373,10.3996
1771241040.491332,0.00015,-0.04396,0.0108,-0.9676,-0.8695,9.8933
1771241040.5387814,0.00899,-0.03565,0.01132,-0.2591,-0.6423,10.2925
1771241040.5890422,0.00378,-0.01342,0.006,0.569,-0.322,10.1271
1771241040.6403666,0.00924,0.04469,0.00693,0.2697,-0.2152,9.9806
1771241040.6891997,0.00725,0.02703,0.01023,-0.4042,0.3834,10.0526
1771241040.7416077,0.0038,-0.00325,0.01361,-0.0519,0.1163,9.4038
1771241040.788518,0.00409,-0.04268,0.01611,-0.2992,0.1296,9.7612
1771241040.838601,0.00521,0.00833,0.01136,-0.3604,-0.5151,9.4865
1771241040.8914046,0.0002,0.01291,0.00702,-0.5998,0.3844,10.3799
1771241040.9491143,-0.00633,0.03396,0.00542,0.068,0.006,9.8606
1771241040.993493,-0.00321,0.01014,0.00088,0.389,0.0792,9.7378
1771241041.039004,-0.00615,-0.01543,-0.00196,0.8676,-0.471,9.8628
1771241041.0912888,-0.00289,-0.00932,-0.00038,0.0154,0.3177,9.8586
1771241041.1386986,-0.00778,-0.01931,0.00172,-1.2645,0.4164,10.1575
1771241041.1969886,-0.01428,-0.02248,0.00503,-0.4177,0.3698,9.4818
1771241041.2393768,-0.00562,-0.02318,0.00686,-0.0035,-0.2251,9.9131
1771241041.2979665,0.00256,0.00942,0.00072,-0.2746,-0.3183,9.7002
1771241041.3397796,-0.00539,-0.00289,-0.00634,-0.1544,0.0644,9.9053
1771241041.4067173,-0.0026,0.02841,0.00095,0.4707,-0.3562,9.7005
1771241041.4404607,0.0014,-0.02494,0.00607,-0.4398,-0.4852,9.5289
1771241041.4883437,0.0043,0.00573,0.00318,-0.4112,-0.2381,9.6275
1771241041.5388844,0.00038,0.05251,-0.00067,0.3536,-0.2908,9.9248
1771241041.5897737,-0.00757,0.00426,0.0009,0.193,-0.3292,9.7694
1771241041.6389859,-0.00733,-0.01436,0.00399,0.1495,-0.7436,10.0493
1771241041.693338,0.00372,-0.00165,-0.00187,0.4905,-0.5499,9.5141
1771241041.7412627,0.00395,0.0046,0.00094,-0.2062,-0.475,9.6298
1771241041.7946672,-0.00423,-0.00445,0.00055,-0.173,-0.1673,10.1903
1771241041.8382506,-0.0058,0.01523,0.00609,0.5274,-0.4555,9.9396
1771241041.894896,-0.0085,-0.03835,0.00276,-0.5388,0.2266,9.8305
1771241041.9384177,-0.00541,0.00079,-0.00267,0.5402,-0.26,9.6607
1771241041.992551,0.00282,-0.00143,-0.00169,-0.4785,-0.4083,9.8948
1771241042.0384414,-0.01542,0.04685,-0.00722,0.0515,0.2874,9.9614
1771241042.0938118,-0.02219,-0.02363,0.0015,-0.1459,-0.3936,10.0659
1771241042.140076,-0.01293,-0.03582,0.00674,0.1613,-0.9829,9.7339
1771241042.1882284,-0.0055,-0.01306,0.0027,0.5138,-0.8894,9.6731
1771241042.238776,0.00054,-0.04193,-0.00065,-0.8488,-0.5623,9.7437
1771241042.2932405,0.00603,0.00431,-0.00685,-0.6722,-0.9764,10.0814
1771241042.3383136,0.00532,0.02012,-0.00843,0.3232,-0.5038,9.8946
1771241042.3925242,-0.00021,0.00855,-0.00526,0.2701,-0.1953,9.6179
1771241042.4410605,-0.00429,-0.03857,-0.00389,-1.301,-0.1735,9.7626
1771241042.4885762,-0.0007,0.00056,-0.0017,-0.1046,-0.6504,9.9706
1771241042.544062,0.00761,0.01655,-0.00929,0.5457,-0.3159,9.5577
1771241042.5892081,0.00248,0.03775,-0.00978,0.8612,-0.7712,9.5801
1771241042.6391659,-0.01132,0.06967,-0.00995,0.9058,-0.1837,9.9324
1771241042.6904185,-0.01109,-0.01444,-0.01099,-0.7848,-0.144,10.0813
1771241042.740623,-0.01513,0.00364,-0.00777,-0.1545,0.0134,10.0033
1771241042.7933898,-0.01229,-0.02416,-0.00747,0.1335,-0.8934,10.1225
1771241042.841179,4e-05,0.00557,-0.01275,0.2906,-0.709,10.1077
1771241042.892313,0.00559,-0.01074,-0.01146,0.2412,-0.6504,10.213
1771241042.9390814,0.00598,-0.03404,-0.00874,-0.3867,-0.6024,9.8341
1771241042.9931753,-0.00457,0.05459,-0.0143,0.7657,-0.012,9.7538
