Topic:,/fixposition/fpa/odomenu
time,pos_x,pos_y,pos_z,qx,qy,qz,qw,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,acc_x,acc_y,acc_z,fusion_status,imu_bias_status,gnss1_status,gnss2_status,wheelspeed_status
1771240779.7431703,22.2796,21.6136,-1.9616,0.002494,0.00371,-0.751401,-0.659831,-0.0005,-0.0014,-0.0014,0.00013,0.0027,-0.0002,-0.0004,-0.093,9.8007,4,1,8,8,-1
1771240779.7967365,22.2794,21.6135,-1.9621,0.0025,0.003703,-0.751408,-0.659823,-0.0008,-0.0012,-0.0011,0.0016,-0.00428,-0.00074,-0.0026,-0.0944,9.8226,4,1,8,8,-1
1771240779.8429594,22.2794,21.6135,-1.9621,0.0025,0.003703,-0.751408,-0.659823,-0.0008,-0.0012,-0.0011,0.00089,-0.00052,0.00015,0.0035,-0.1021,9.8127,4,1,8,8,-1
1771240779.8936296,22.2794,21.6135,-1.9621,0.0025,0.003703,-0.751408,-0.659823,-0.0008,-0.0012,-0.0011,-0.0012,0.0018,0.0001,0.0045,-0.0968,9.7993,4,1,8,8,-1
1771240779.9448707,22.2794,21.6135,-1.9621,0.0025,0.003703,-0.751408,-0.659823,-0.0008,-0.0012,-0.0011,4e-05,0.00162,0.0,0.0013,-0.0922,9.8049,4,1,8,8,-1
1771240779.992427,22.2794,21.6135,-1.9621,0.0025,0.003703,-0.751408,-0.659823,-0.0008,-0.0012,-0.0011,0.00018,-0.0004,-0.00066,-0.0007,-0.0893,9.8176,4,1,8,8,-1
1771240780.0426161,22.2792,21.6136,-1.9625,0.002548,0.003672,-0.7514,-0.659831,-0.0012,-0.0011,-0.0011,0.00073,0.00061,-0.00012,-0.0006,-0.0756,9.8112,4,1,8,8,-1
1771240780.0930529,22.2792,21.6136,-1.9625,0.002548,0.003672,-0.7514,-0.659831,-0.0012,-0.0011,-0.0011,0.00119,-0.00359,-0.00062,0.004,-0.1055,9.8058,4,1,8,8,-1
1771240780.1430244,22.2792,21.6136,-1.9625,0.002548,0.003672,-0.7514,-0.659831,-0.0012,-0.0011,-0.0011,-0.00044,-0.00046,-0.00022,0.0033,-0.1069,9.81,4,1,8,8,-1
1771240780.1926284,22.2792,21.6136,-1.9625,0.002548,0.003672,-0.7514,-0.659831,-0.0012,-0.0011,-0.0011,0.00129,-0.00145,-0.00015,0.0054,-0.0972,9.805,4,1,8,8,-1
1771240780.2426975,22.2792,21.6136,-1.9625,0.002548,0.003672,-0.7514,-0.659831,-0.0012,-0.0011,-0.0011,0.00084,-0.00141,-0.00052,-0.0003,-0.1043,9.8103,4,1,8,8,-1
1771240780.292285,22.2792,21.6136,-1.9625,0.002548,0.003672,-0.7514,-0.659831,-0.0012,-0.0011,-0.0011,-0.00013,-0.00076,-0.0005,0.0034,-0.0788,9.8037,4,1,8,8,-1
1771240780.3421574,22.2791,21.6137,-1.9628,0.00255,0.003657,-0.751396,-0.659836,-0.0012,-0.0009,-0.0007,-0.00243,0.0036,0.0003,0.0158,-0.1039,9.8118,4,1,8,8,-1
1771240780.3971677,22.2791,21.6137,-1.9628,0.00255,0.003657,-0.751396,-0.659836,-0.0012,-0.0009,-0.0007,0.00048,-0.00087,3e-05,0.0039,-0.119,9.8088,4,1,8,8,-1
1771240780.442532,22.2791,21.6137,-1.9628,0.00255,0.003657,-0.751396,-0.659836,-0.0012,-0.0009,-0.0007,-0.00033,-9e-05,-0.00031,0.0119,-0.0997,9.8118,4,1,8,8,-1
1771240780.5004005,22.2791,21.6137,-1.9628,0.00255,0.003657,-0.751396,-0.659836,-0.0012,-0.0009,-0.0007,0.00113,0.0002,0.00017,0.01,-0.0969,9.7974,4,1,8,8,-1
1771240780.5480475,22.2791,21.6137,-1.9628,0.00255,0.003657,-0.751396,-0.659836,-0.0012,-0.0009,-0.0007,-0.00087,0.00238,0.00025,-0.0023,-0.078,9.8117,4,1,8,8,-1
1771240780.6029425,22.2796,21.6136,-1.9627,0.002678,0.003665,-0.751396,-0.659836,-0.0013,-0.0016,-0.0003,0.00078,0.00058,0.0002,-0.0128,-0.0891,9.8078,4,1,8,8,-1
1771240780.6427362,22.2796,21.6136,-1.9627,0.002678,0.003665,-0.751396,-0.659836,-0.0013,-0.0016,-0.0003,0.0021,-0.00343,-0.00053,-0.0019,-0.095,9.8057,4,1,8,8,-1
1771240780.700207,22.2796,21.6136,-1.9627,0.002678,0.003665,-0.751396,-0.659836,-0.0013,-0.0016,-0.0003,0.00063,-0.00259,-0.00058,0.0052,-0.0797,9.8271,4,1,8,8,-1
1771240780.743441,22.2796,21.6136,-1.9627,0.002678,0.003665,-0.751396,-0.659836,-0.0013,-0.0016,-0.0003,0.00078,-0.00154,-0.00022,0.0247,-0.1086,9.8079,4,1,8,8,-1
1771240780.79779,22.2796,21.6136,-1.9627,0.002678,0.003665,-0.751396,-0.659836,-0.0013,-0.0016,-0.0003,-0.00021,0.00206,-3e-05,0.0046,-0.0903,9.7854,4,1,8,8,-1
1771240780.8443735,22.2795,21.6136,-1.9628,0.002701,0.003622,-0.751396,-0.659837,-0.0018,-0.0014,-0.0011,0.00448,-0.00244,0.00058,-0.0094,-0.1025,9.7711,4,1,8,8,-1
1771240780.9056711,22.2795,21.6136,-1.9628,0.002701,0.003622,-0.751396,-0.659837,-0.0018,-0.0014,-0.0011,-0.00141,0.00773,0.0008,-0.0084,-0.0998,9.8117,4,1,8,8,-1
1771240780.9434588,22.2795,21.6136,-1.9628,0.002701,0.003622,-0.751396,-0.659837,-0.0018,-0.0014,-0.0011,6e-05,-0.00146,-0.00017,0.005,-0.0649,9.8311,4,1,8,8,-1
1771240781.000757,22.2795,21.6136,-1.9628,0.002701,0.003622,-0.751396,-0.659837,-0.0018,-0.0014,-0.0011,0.0003,-0.00152,-0.00013,-0.0014,-0.0996,9.8167,4,1,8,8,-1
1771240781.047796,22.2795,21.6136,-1.9628,0.002701,0.003622,-0.751396,-0.659837,-0.0018,-0.0014,-0.0011,0.00095,0.00133,3e-05,0.0484,-0.0745,9.8001,4,1,8,8,-1
1771240781.1100829,22.2795,21.6136,-1.9628,0.002701,0.003622,-0.751396,-0.659837,-0.0018,-0.0014,-0.0011,-0.00018,-0.00015,-0.00048,-0.0155,-0.0993,9.8249,4,1,8,8,-1
1771240781.1424363,22.2797,21.6136,-1.9625,0.002736,0.003537,-0.751411,-0.659819,-0.0012,-0.002,-0.0003,0.0005,-0.00426,-0.00106,-0.0082,-0.104,9.8121,4,1,8,8,-1
1771240781.1934643,22.2797,21.6136,-1.9625,0.002736,0.003537,-0.751411,-0.659819,-0.0012,-0.002,-0.0003,0.00045,-0.00395,-0.00069,-0.0004,-0.1159,9.8156,4,1,8,8,-1
1771240781.2424567,22.2797,21.6136,-1.9625,0.002736,0.003537,-0.751411,-0.659819,-0.0012,-0.002,-0.0003,0.00085,0.00193,-0.00013,0.0255,-0.0876,9.8078,4,1,8,8,-1
