Topic:,/fixposition/odometry_enu_smooth
time,pos_x,pos_y,pos_z,qx,qy,qz,qw,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z
1771240778.4933639,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00032,0.00127,0.00025
1771240778.5528283,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00192,-0.00264,-0.0001
1771240778.593543,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00062,-4e-05,-0.00047
1771240778.645391,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00043,0.00153,-0.00036
1771240778.693237,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00071,0.00039,-7e-05
1771240778.7477038,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00188,0.00328,0.0002
1771240778.7938478,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00071,-0.00072,-3e-05
1771240778.8512235,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00181,-0.00187,1e-05
1771240778.8942463,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00037,0.0019,0.00021
1771240778.9544466,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00116,0.002,-0.00028
1771240778.9967508,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00084,-0.00493,-0.00056
1771240779.0585208,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.0006,-0.00124,6e-05
1771240779.0941408,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00042,-0.00053,-0.00048
1771240779.1430922,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00039,-0.00061,-0.00013
1771240779.1951306,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00081,-0.00361,-0.00017
1771240779.2428143,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,2e-05,-0.0015,-0.0003
1771240779.292886,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00052,-0.00334,-0.00056
1771240779.342956,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00071,-0.0016,-0.00058
1771240779.3934753,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00013,0.0006,0.00025
1771240779.4481974,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00016,-0.00069,0.00047
1771240779.4964693,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00075,-0.00185,-9e-05
1771240779.5443604,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00079,-0.00022,-0.0004
1771240779.595015,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00037,-0.00109,0.00016
1771240779.6439126,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00069,0.00011,0.00039
1771240779.7210839,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00056,0.0004,-0.0004
1771240779.7442775,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00013,0.0027,-0.0002
1771240779.7973795,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.0016,-0.00428,-0.00074
1771240779.8425632,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00089,-0.00052,0.00015
1771240779.8930175,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.0012,0.0018,0.0001
1771240779.9469368,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,4e-05,0.00162,0.0
1771240779.9932616,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00018,-0.0004,-0.00066
1771240780.043034,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00073,0.00061,-0.00012
1771240780.0927973,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00119,-0.00359,-0.00062
1771240780.1431348,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00044,-0.00046,-0.00022
1771240780.1936882,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00129,-0.00145,-0.00015
1771240780.2428682,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00084,-0.00141,-0.00052
1771240780.293093,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00013,-0.00076,-0.0005
1771240780.3429167,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00243,0.0036,0.0003
1771240780.3958895,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00048,-0.00087,3e-05
1771240780.4423952,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00033,-9e-05,-0.00031
1771240780.5016267,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00113,0.0002,0.00017
1771240780.548892,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00087,0.00238,0.00025
1771240780.6037467,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00078,0.00058,0.0002
1771240780.6431284,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.0021,-0.00343,-0.00053
1771240780.700422,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00063,-0.00259,-0.00058
1771240780.743166,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00078,-0.00154,-0.00022
1771240780.7982056,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00021,0.00206,-3e-05
1771240780.8447084,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00448,-0.00244,0.00058
1771240780.9040132,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00141,0.00773,0.0008
1771240780.9439905,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,6e-05,-0.00146,-0.00017
1771240780.9999466,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.0003,-0.00152,-0.00013
1771240781.047249,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00095,0.00133,3e-05
1771240781.110946,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00018,-0.00015,-0.00048
1771240781.1429713,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.0005,-0.00426,-0.00106
1771240781.2041912,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00045,-0.00395,-0.00069
1771240781.2431972,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00085,0.00193,-0.00013
1771240781.2951355,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00078,-0.00084,0.00013
1771240781.3435178,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-2e-05,-0.00023,-0.00108
1771240781.393994,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.0004,0.00105,-3e-05
1771240781.4436505,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00267,0.00472,0.00106
1771240781.5021675,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00117,-4e-05,0.00049
1771240781.543587,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-9e-05,0.00031,1e-05
1771240781.5936084,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00186,0.00079,0.00056
1771240781.6439264,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00189,0.00271,-0.00012
1771240781.6943429,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-2e-05,-0.00208,-0.00021
1771240781.7437103,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00012,0.00077,0.0001
1771240781.7999701,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00109,-0.00029,-0.00011
1771240781.8474197,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00086,0.001,0.00033
1771240781.8975327,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,0.00042,-0.00032,-0.00082
1771240781.9436238,22.786407007480218,21.46335336567343,-1.7852491336680134,-0.0032490958266621073,-0.003765639783098962,0.7509985381783103,0.660284948698921,0.0033,0.0442,-0.0196,-0.00082,-0.00091,0.00095
