Topic:,/fixposition/fpa/odometry
time,pos_x,pos_y,pos_z,qx,qy,qz,qw,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,acc_x,acc_y,acc_z
1771240778.4432716,1055205.5271,6125690.225,1424218.7383,0.50373,0.367006,0.566107,-0.539523,-0.0002,-0.0006,-0.0005,-0.00085,0.00434,0.00061,0.0048,-0.089,9.8083
1771240778.4935043,1055205.5271,6125690.225,1424218.7383,0.50373,0.367006,0.566107,-0.539523,-0.0002,-0.0006,-0.0005,0.00032,0.00127,0.00025,0.0176,-0.0833,9.8076
1771240778.5512714,1055205.5271,6125690.225,1424218.7383,0.50373,0.367006,0.566107,-0.539523,-0.0002,-0.0006,-0.0005,0.00192,-0.00264,-0.0001,-0.0069,-0.0951,9.7963
1771240778.5927749,1055205.5271,6125690.225,1424218.7383,0.50373,0.367006,0.566107,-0.539523,-0.0002,-0.0006,-0.0005,-0.00062,-4e-05,-0.00047,-0.0052,-0.1043,9.8028
1771240778.644712,1055205.5271,6125690.225,1424218.7383,0.50373,0.367006,0.566107,-0.539523,-0.0002,-0.0006,-0.0005,-0.00043,0.00153,-0.00036,0.011,-0.1025,9.8073
1771240778.6930008,1055205.5271,6125690.225,1424218.7383,0.50373,0.367006,0.566107,-0.539523,-0.0002,-0.0006,-0.0005,0.00071,0.00039,-7e-05,0.009,-0.0895,9.799
1771240778.7466023,1055205.5269,6125690.2249,1424218.7384,0.503746,0.367039,0.566087,-0.539508,-0.0006,-0.0006,-0.0005,-0.00188,0.00328,0.0002,-0.0034,-0.0828,9.8106
1771240778.793012,1055205.5269,6125690.2249,1424218.7384,0.503746,0.367039,0.566087,-0.539508,-0.0006,-0.0006,-0.0005,0.00071,-0.00072,-3e-05,-0.0004,-0.0863,9.8102
1771240778.8503046,1055205.5269,6125690.2249,1424218.7384,0.503746,0.367039,0.566087,-0.539508,-0.0006,-0.0006,-0.0005,0.00181,-0.00187,1e-05,0.0005,-0.0864,9.8041
1771240778.8944654,1055205.5269,6125690.2249,1424218.7384,0.503746,0.367039,0.566087,-0.539508,-0.0006,-0.0006,-0.0005,0.00037,0.0019,0.00021,0.0118,-0.0974,9.8021
1771240778.9532871,1055205.5269,6125690.2249,1424218.7384,0.503746,0.367039,0.566087,-0.539508,-0.0006,-0.0006,-0.0005,-0.00116,0.002,-0.00028,-0.0001,-0.089,9.8108
1771240778.9962635,1055205.5271,6125690.2239,1424218.7383,0.503748,0.367065,0.566073,-0.539502,-0.0002,-0.0008,-0.0011,0.00084,-0.00493,-0.00056,0.0004,-0.077,9.7986
1771240779.0449696,1055205.5271,6125690.2239,1424218.7383,0.503748,0.367065,0.566073,-0.539502,-0.0002,-0.0008,-0.0011,0.0006,-0.00124,6e-05,0.0032,-0.0969,9.8156
1771240779.0926464,1055205.5271,6125690.2239,1424218.7383,0.503748,0.367065,0.566073,-0.539502,-0.0002,-0.0008,-0.0011,0.00042,-0.00053,-0.00048,-0.0017,-0.0943,9.8116
1771240779.142785,1055205.5271,6125690.2239,1424218.7383,0.503748,0.367065,0.566073,-0.539502,-0.0002,-0.0008,-0.0011,-0.00039,-0.00061,-0.00013,0.0024,-0.1093,9.8059
1771240779.1939332,1055205.5271,6125690.2239,1424218.7383,0.503748,0.367065,0.566073,-0.539502,-0.0002,-0.0008,-0.0011,0.00081,-0.00361,-0.00017,0.0047,-0.0832,9.8045
1771240779.2418902,1055205.5271,6125690.2233,1424218.7385,0.50377,0.367165,0.56599,-0.539501,-0.0007,-0.0002,-0.0015,2e-05,-0.0015,-0.0003,0.01,-0.0958,9.8181
1771240779.291989,1055205.5271,6125690.2233,1424218.7385,0.50377,0.367165,0.56599,-0.539501,-0.0007,-0.0002,-0.0015,-0.00052,-0.00334,-0.00056,0.0073,-0.0909,9.8113
1771240779.3417597,1055205.5271,6125690.2233,1424218.7385,0.50377,0.367165,0.56599,-0.539501,-0.0007,-0.0002,-0.0015,0.00071,-0.0016,-0.00058,-0.0028,-0.0958,9.8109
1771240779.3923776,1055205.5271,6125690.2233,1424218.7385,0.50377,0.367165,0.56599,-0.539501,-0.0007,-0.0002,-0.0015,-0.00013,0.0006,0.00025,0.0102,-0.0923,9.8012
1771240779.4469643,1055205.5271,6125690.2233,1424218.7385,0.50377,0.367165,0.56599,-0.539501,-0.0007,-0.0002,-0.0015,-0.00016,-0.00069,0.00047,-0.0004,-0.0965,9.8095
1771240779.4957483,1055205.5271,6125690.2233,1424218.7385,0.50377,0.367165,0.56599,-0.539501,-0.0007,-0.0002,-0.0015,0.00075,-0.00185,-9e-05,0.0054,-0.0916,9.8067
1771240779.5424602,1055205.527,6125690.2229,1424218.7386,0.503837,0.367266,0.565916,-0.539448,-0.0005,-0.0014,-0.0014,0.00079,-0.00022,-0.0004,0.0076,-0.0996,9.8101
1771240779.5927632,1055205.527,6125690.2229,1424218.7386,0.503837,0.367266,0.565916,-0.539448,-0.0005,-0.0014,-0.0014,0.00037,-0.00109,0.00016,-0.0112,-0.0955,9.806
1771240779.6434577,1055205.527,6125690.2229,1424218.7386,0.503837,0.367266,0.565916,-0.539448,-0.0005,-0.0014,-0.0014,0.00069,0.00011,0.00039,-0.001,-0.0977,9.8038
1771240779.7204032,1055205.527,6125690.2229,1424218.7386,0.503837,0.367266,0.565916,-0.539448,-0.0005,-0.0014,-0.0014,-0.00056,0.0004,-0.0004,0.0129,-0.0828,9.8162
1771240779.743325,1055205.527,6125690.2229,1424218.7386,0.503837,0.367266,0.565916,-0.539448,-0.0005,-0.0014,-0.0014,0.00013,0.0027,-0.0002,-0.0004,-0.093,9.8007
1771240779.7956393,1055205.5272,6125690.2223,1424218.7384,0.503835,0.367256,0.565914,-0.539458,-0.0008,-0.0012,-0.0011,0.0016,-0.00428,-0.00074,-0.0026,-0.0944,9.8226
1771240779.84212,1055205.5272,6125690.2223,1424218.7384,0.503835,0.367256,0.565914,-0.539458,-0.0008,-0.0012,-0.0011,0.00089,-0.00052,0.00015,0.0035,-0.1021,9.8127
1771240779.892741,1055205.5272,6125690.2223,1424218.7384,0.503835,0.367256,0.565914,-0.539458,-0.0008,-0.0012,-0.0011,-0.0012,0.0018,0.0001,0.0045,-0.0968,9.7993
1771240779.9463372,1055205.5272,6125690.2223,1424218.7384,0.503835,0.367256,0.565914,-0.539458,-0.0008,-0.0012,-0.0011,4e-05,0.00162,0.0,0.0013,-0.0922,9.8049
1771240779.992661,1055205.5272,6125690.2223,1424218.7384,0.503835,0.367256,0.565914,-0.539458,-0.0008,-0.0012,-0.0011,0.00018,-0.0004,-0.00066,-0.0007,-0.0893,9.8176
1771240780.0422544,1055205.5273,6125690.2219,1424218.7383,0.503804,0.367226,0.565951,-0.539468,-0.0012,-0.0011,-0.0011,0.00073,0.00061,-0.00012,-0.0006,-0.0756,9.8112
1771240780.0920196,1055205.5273,6125690.2219,1424218.7383,0.503804,0.367226,0.565951,-0.539468,-0.0012,-0.0011,-0.0011,0.00119,-0.00359,-0.00062,0.004,-0.1055,9.8058
1771240780.1419864,1055205.5273,6125690.2219,1424218.7383,0.503804,0.367226,0.565951,-0.539468,-0.0012,-0.0011,-0.0011,-0.00044,-0.00046,-0.00022,0.0033,-0.1069,9.81
1771240780.1941574,1055205.5273,6125690.2219,1424218.7383,0.503804,0.367226,0.565951,-0.539468,-0.0012,-0.0011,-0.0011,0.00129,-0.00145,-0.00015,0.0054,-0.0972,9.805
1771240780.242045,1055205.5273,6125690.2219,1424218.7383,0.503804,0.367226,0.565951,-0.539468,-0.0012,-0.0011,-0.0011,0.00084,-0.00141,-0.00052,-0.0003,-0.1043,9.8103
1771240780.2935352,1055205.5273,6125690.2219,1424218.7383,0.503804,0.367226,0.565951,-0.539468,-0.0012,-0.0011,-0.0011,-0.00013,-0.00076,-0.0005,0.0034,-0.0788,9.8037
1771240780.3419914,1055205.5273,6125690.2216,1424218.7384,0.50379,0.367228,0.565957,-0.539474,-0.0012,-0.0009,-0.0007,-0.00243,0.0036,0.0003,0.0158,-0.1039,9.8118
1771240780.3975673,1055205.5273,6125690.2216,1424218.7384,0.50379,0.367228,0.565957,-0.539474,-0.0012,-0.0009,-0.0007,0.00048,-0.00087,3e-05,0.0039,-0.119,9.8088
1771240780.4422655,1055205.5273,6125690.2216,1424218.7384,0.50379,0.367228,0.565957,-0.539474,-0.0012,-0.0009,-0.0007,-0.00033,-9e-05,-0.00031,0.0119,-0.0997,9.8118
1771240780.5012927,1055205.5273,6125690.2216,1424218.7384,0.50379,0.367228,0.565957,-0.539474,-0.0012,-0.0009,-0.0007,0.00113,0.0002,0.00017,0.01,-0.0969,9.7974
1771240780.548999,1055205.5273,6125690.2216,1424218.7384,0.50379,0.367228,0.565957,-0.539474,-0.0012,-0.0009,-0.0007,-0.00087,0.00238,0.00025,-0.0023,-0.078,9.8117
1771240780.6025958,1055205.5269,6125690.2217,1424218.7383,0.503787,0.367128,0.566036,-0.539461,-0.0013,-0.0016,-0.0003,0.00078,0.00058,0.0002,-0.0128,-0.0891,9.8078
1771240780.6418338,1055205.5269,6125690.2217,1424218.7383,0.503787,0.367128,0.566036,-0.539461,-0.0013,-0.0016,-0.0003,0.0021,-0.00343,-0.00053,-0.0019,-0.095,9.8057
1771240780.699743,1055205.5269,6125690.2217,1424218.7383,0.503787,0.367128,0.566036,-0.539461,-0.0013,-0.0016,-0.0003,0.00063,-0.00259,-0.00058,0.0052,-0.0797,9.8271
1771240780.7424974,1055205.5269,6125690.2217,1424218.7383,0.503787,0.367128,0.566036,-0.539461,-0.0013,-0.0016,-0.0003,0.00078,-0.00154,-0.00022,0.0247,-0.1086,9.8079
1771240780.797447,1055205.5269,6125690.2217,1424218.7383,0.503787,0.367128,0.566036,-0.539461,-0.0013,-0.0016,-0.0003,-0.00021,0.00206,-3e-05,0.0046,-0.0903,9.7854
1771240780.8442612,1055205.527,6125690.2217,1424218.7382,0.503752,0.367114,0.566053,-0.539487,-0.0018,-0.0014,-0.0011,0.00448,-0.00244,0.00058,-0.0094,-0.1025,9.7711
1771240780.9017296,1055205.527,6125690.2217,1424218.7382,0.503752,0.367114,0.566053,-0.539487,-0.0018,-0.0014,-0.0011,-0.00141,0.00773,0.0008,-0.0084,-0.0998,9.8117
1771240780.9432318,1055205.527,6125690.2217,1424218.7382,0.503752,0.367114,0.566053,-0.539487,-0.0018,-0.0014,-0.0011,6e-05,-0.00146,-0.00017,0.005,-0.0649,9.8311
1771240781.0009422,1055205.527,6125690.2217,1424218.7382,0.503752,0.367114,0.566053,-0.539487,-0.0018,-0.0014,-0.0011,0.0003,-0.00152,-0.00013,-0.0014,-0.0996,9.8167
1771240781.0467427,1055205.527,6125690.2217,1424218.7382,0.503752,0.367114,0.566053,-0.539487,-0.0018,-0.0014,-0.0011,0.00095,0.00133,3e-05,0.0484,-0.0745,9.8001
1771240781.1067998,1055205.527,6125690.2217,1424218.7382,0.503752,0.367114,0.566053,-0.539487,-0.0018,-0.0014,-0.0011,-0.00018,-0.00015,-0.00048,-0.0155,-0.0993,9.8249
1771240781.1420531,1055205.5268,6125690.222,1424218.7384,0.503692,0.36708,0.566066,-0.539551,-0.0012,-0.002,-0.0003,0.0005,-0.00426,-0.00106,-0.0082,-0.104,9.8121
1771240781.192559,1055205.5268,6125690.222,1424218.7384,0.503692,0.36708,0.566066,-0.539551,-0.0012,-0.002,-0.0003,0.00045,-0.00395,-0.00069,-0.0004,-0.1159,9.8156
1771240781.241929,1055205.5268,6125690.222,1424218.7384,0.503692,0.36708,0.566066,-0.539551,-0.0012,-0.002,-0.0003,0.00085,0.00193,-0.00013,0.0255,-0.0876,9.8078
1771240781.2929187,1055205.5268,6125690.222,1424218.7384,0.503692,0.36708,0.566066,-0.539551,-0.0012,-0.002,-0.0003,0.00078,-0.00084,0.00013,-0.0085,-0.073,9.8099
1771240781.3427176,1055205.5268,6125690.222,1424218.7384,0.503692,0.36708,0.566066,-0.539551,-0.0012,-0.002,-0.0003,-2e-05,-0.00023,-0.00108,-0.0018,-0.106,9.816
1771240781.3945014,1055205.5269,6125690.2219,1424218.7381,0.503724,0.367143,0.566019,-0.539528,-0.001,0.0006,-0.0003,-0.0004,0.00105,-3e-05,-0.0214,-0.0543,9.8244
1771240781.4421833,1055205.5269,6125690.2219,1424218.7381,0.503724,0.367143,0.566019,-0.539528,-0.001,0.0006,-0.0003,-0.00267,0.00472,0.00106,0.0037,-0.0895,9.8072
1771240781.5017586,1055205.5269,6125690.2219,1424218.7381,0.503724,0.367143,0.566019,-0.539528,-0.001,0.0006,-0.0003,0.00117,-4e-05,0.00049,0.025,-0.1569,9.7598
1771240781.5428088,1055205.5269,6125690.2219,1424218.7381,0.503724,0.367143,0.566019,-0.539528,-0.001,0.0006,-0.0003,-9e-05,0.00031,1e-05,-0.037,0.0096,9.8298
1771240781.5920656,1055205.5269,6125690.2219,1424218.7381,0.503724,0.367143,0.566019,-0.539528,-0.001,0.0006,-0.0003,-0.00186,0.00079,0.00056,0.0039,-0.1029,9.8295
1771240781.6431088,1055205.5269,6125690.2219,1424218.7381,0.503724,0.367143,0.566019,-0.539528,-0.001,0.0006,-0.0003,0.00189,0.00271,-0.00012,-0.0011,-0.1116,9.7854
1771240781.691988,1055205.5266,6125690.2222,1424218.7383,0.503706,0.367085,0.566062,-0.539539,-0.0012,0.0002,-0.0006,-2e-05,-0.00208,-0.00021,-0.0027,-0.056,9.7907
1771240781.7423053,1055205.5266,6125690.2222,1424218.7383,0.503706,0.367085,0.566062,-0.539539,-0.0012,0.0002,-0.0006,-0.00012,0.00077,0.0001,0.0611,-0.1124,9.8167
1771240781.798011,1055205.5266,6125690.2222,1424218.7383,0.503706,0.367085,0.566062,-0.539539,-0.0012,0.0002,-0.0006,0.00109,-0.00029,-0.00011,-0.0081,-0.0738,9.8383
1771240781.8465886,1055205.5266,6125690.2222,1424218.7383,0.503706,0.367085,0.566062,-0.539539,-0.0012,0.0002,-0.0006,-0.00086,0.001,0.00033,-0.0144,-0.111,9.7922
1771240781.8969955,1055205.5266,6125690.2222,1424218.7383,0.503706,0.367085,0.566062,-0.539539,-0.0012,0.0002,-0.0006,0.00042,-0.00032,-0.00082,-0.0035,-0.0973,9.7894
1771240781.9434,1055205.5266,6125690.2222,1424218.7383,0.503706,0.367085,0.566062,-0.539539,-0.0012,0.0002,-0.0006,-0.00082,-0.00091,0.00095,0.0093,-0.0811,9.8161
1771240781.9919248,1055205.5265,6125690.2225,1424218.7385,0.503729,0.367123,0.566041,-0.539515,-0.0016,-0.0011,-0.0016,0.00113,0.00123,-0.0004,0.0223,-0.1125,9.8219
1771240782.042738,1055205.5265,6125690.2225,1424218.7385,0.503729,0.367123,0.566041,-0.539515,-0.0016,-0.0011,-0.0016,6e-05,0.00086,0.0003,-0.0276,-0.0628,9.8059
1771240782.0922837,1055205.5265,6125690.2225,1424218.7385,0.503729,0.367123,0.566041,-0.539515,-0.0016,-0.0011,-0.0016,-0.00135,0.00211,-7e-05,-0.0013,-0.0893,9.7899
1771240782.1431203,1055205.5265,6125690.2225,1424218.7385,0.503729,0.367123,0.566041,-0.539515,-0.0016,-0.0011,-0.0016,0.00061,-0.00057,-0.00017,0.0207,-0.0924,9.811
1771240782.1974046,1055205.5262,6125690.2229,1424218.7386,0.503728,0.367064,0.566045,-0.539551,-0.0001,-0.0016,0.0002,0.00237,-0.00499,-0.00033,0.0151,-0.1062,9.8104
1771240782.2440338,1055205.5262,6125690.2229,1424218.7386,0.503728,0.367064,0.566045,-0.539551,-0.0001,-0.0016,0.0002,0.0017,0.0033,0.00051,-0.0054,-0.0833,9.8046
1771240782.293363,1055205.5262,6125690.2229,1424218.7386,0.503728,0.367064,0.566045,-0.539551,-0.0001,-0.0016,0.0002,-0.00074,-0.00106,-0.00049,-0.0029,-0.0962,9.8072
1771240782.3428817,1055205.5262,6125690.2229,1424218.7386,0.503728,0.367064,0.566045,-0.539551,-0.0001,-0.0016,0.0002,-0.00169,0.00189,-0.00049,0.0065,-0.0779,9.8115
1771240782.391951,1055205.5262,6125690.2229,1424218.7386,0.503728,0.367064,0.566045,-0.539551,-0.0001,-0.0016,0.0002,-0.00125,0.00173,0.00058,0.0048,-0.0954,9.8101
1771240782.4424841,1055205.5262,6125690.2229,1424218.7386,0.503728,0.367064,0.566045,-0.539551,-0.0001,-0.0016,0.0002,0.00162,-0.00237,-0.00032,0.0013,-0.1107,9.8068
1771240782.4979718,1055205.5262,6125690.2227,1424218.7381,0.503725,0.367085,0.566025,-0.53956,-0.0011,-0.0007,-0.0007,0.0012,-0.00177,-1e-05,-0.0033,-0.0779,9.8163
1771240782.5438256,1055205.5262,6125690.2227,1424218.7381,0.503725,0.367085,0.566025,-0.53956,-0.0011,-0.0007,-0.0007,0.00096,0.00071,0.00015,0.0114,-0.1134,9.811
1771240782.5931466,1055205.5262,6125690.2227,1424218.7381,0.503725,0.367085,0.566025,-0.53956,-0.0011,-0.0007,-0.0007,0.00058,0.00089,8e-05,0.0004,-0.0752,9.795
1771240782.6451225,1055205.5262,6125690.2227,1424218.7381,0.503725,0.367085,0.566025,-0.53956,-0.0011,-0.0007,-0.0007,0.00048,-0.00115,-0.00014,-0.0015,-0.1046,9.8092
1771240782.6925707,1055205.5262,6125690.2227,1424218.7381,0.503725,0.367085,0.566025,-0.53956,-0.0011,-0.0007,-0.0007,4e-05,0.00082,0.00028,0.0018,-0.1044,9.8129
1771240782.7489228,1055205.5261,6125690.2229,1424218.7378,0.503741,0.367105,0.566002,-0.539557,-0.0009,-0.0009,-0.0007,-0.00133,0.00377,0.0005,0.0094,-0.0852,9.8057
1771240782.7928267,1055205.5261,6125690.2229,1424218.7378,0.503741,0.367105,0.566002,-0.539557,-0.0009,-0.0009,-0.0007,0.00095,-0.00276,-0.00074,0.0031,-0.0973,9.8065
1771240782.852421,1055205.5261,6125690.2229,1424218.7378,0.503741,0.367105,0.566002,-0.539557,-0.0009,-0.0009,-0.0007,-0.00017,-0.00076,2e-05,-0.0066,-0.0784,9.8069
1771240782.8940902,1055205.5261,6125690.2229,1424218.7378,0.503741,0.367105,0.566002,-0.539557,-0.0009,-0.0009,-0.0007,0.00144,-0.00223,6e-05,0.003,-0.0926,9.8166
1771240782.9494073,1055205.5261,6125690.2229,1424218.7378,0.503741,0.367105,0.566002,-0.539557,-0.0009,-0.0009,-0.0007,-0.00012,0.00031,-6e-05,0.0057,-0.095,9.8099
1771240782.9924777,1055205.5261,6125690.2229,1424218.7378,0.503741,0.367105,0.566002,-0.539557,-0.0009,-0.0009,-0.0007,0.00045,0.00125,0.00021,-0.0006,-0.1052,9.8022
1771240783.0492198,1055205.5261,6125690.2229,1424218.7377,0.503697,0.367049,0.566054,-0.53958,-0.0011,-0.0017,-0.0004,-0.00018,0.00014,4e-05,-0.0042,-0.0888,9.8109
1771240783.0918636,1055205.5261,6125690.2229,1424218.7377,0.503697,0.367049,0.566054,-0.53958,-0.0011,-0.0017,-0.0004,0.0002,0.00044,0.00039,-0.0005,-0.0934,9.8026
1771240783.1490998,1055205.5261,6125690.2229,1424218.7377,0.503697,0.367049,0.566054,-0.53958,-0.0011,-0.0017,-0.0004,-0.00068,0.00292,3e-05,-0.0002,-0.0945,9.8198
1771240783.1928215,1055205.5261,6125690.2229,1424218.7377,0.503697,0.367049,0.566054,-0.53958,-0.0011,-0.0017,-0.0004,-0.0002,0.00023,-0.00027,0.0064,-0.0999,9.8036
1771240783.2608395,1055205.5261,6125690.2229,1424218.7377,0.503697,0.367049,0.566054,-0.53958,-0.0011,-0.0017,-0.0004,0.00126,-0.00206,9e-05,-0.0039,-0.0882,9.801
1771240783.2919378,1055205.5261,6125690.2229,1424218.7375,0.503694,0.367024,0.566071,-0.539582,-0.0011,-0.0007,-0.0003,0.00212,-0.00319,9e-05,0.0065,-0.1003,9.8033
1771240783.3430662,1055205.5261,6125690.2229,1424218.7375,0.503694,0.367024,0.566071,-0.539582,-0.0011,-0.0007,-0.0003,-0.00073,0.00046,-0.00059,0.0095,-0.0828,9.8071
1771240783.394549,1055205.5261,6125690.2229,1424218.7375,0.503694,0.367024,0.566071,-0.539582,-0.0011,-0.0007,-0.0003,-1e-05,9e-05,0.00034,-0.0046,-0.0859,9.8165
1771240783.444143,1055205.5261,6125690.2229,1424218.7375,0.503694,0.367024,0.566071,-0.539582,-0.0011,-0.0007,-0.0003,0.00048,-0.00031,-0.00022,0.0098,-0.1036,9.7972
1771240783.4940972,1055205.5261,6125690.2229,1424218.7375,0.503694,0.367024,0.566071,-0.539582,-0.0011,-0.0007,-0.0003,0.00023,0.00129,0.00048,-0.0076,-0.0924,9.8053
1771240783.5507424,1055205.5261,6125690.2231,1424218.7376,0.503697,0.367002,0.56607,-0.539596,-0.0005,-0.0018,-0.0006,-0.00094,0.00231,-0.00054,0.0085,-0.0956,9.8046
1771240783.5928369,1055205.5261,6125690.2231,1424218.7376,0.503697,0.367002,0.56607,-0.539596,-0.0005,-0.0018,-0.0006,0.00065,-0.00126,-0.00012,-0.0093,-0.0921,9.8097
1771240783.6423583,1055205.5261,6125690.2231,1424218.7376,0.503697,0.367002,0.56607,-0.539596,-0.0005,-0.0018,-0.0006,0.00265,-0.00143,0.00012,-0.0008,-0.0767,9.8228
1771240783.6948512,1055205.5261,6125690.2231,1424218.7376,0.503697,0.367002,0.56607,-0.539596,-0.0005,-0.0018,-0.0006,-0.00046,-0.00219,0.00022,0.0215,-0.1072,9.8005
1771240783.747675,1055205.5261,6125690.2231,1424218.7376,0.503697,0.367002,0.56607,-0.539596,-0.0005,-0.0018,-0.0006,0.00118,-0.00256,-0.00039,0.0021,-0.0762,9.8113
1771240783.792849,1055205.5261,6125690.2231,1424218.7376,0.503697,0.367002,0.56607,-0.539596,-0.0005,-0.0018,-0.0006,0.00122,-0.00288,-0.00015,0.0103,-0.0928,9.8112
1771240783.8489413,1055205.5264,6125690.2234,1424218.738,0.503698,0.367055,0.566048,-0.539582,-0.0007,-0.0012,-0.0011,0.0014,-0.0036,-0.00033,0.0054,-0.0844,9.8097
1771240783.895272,1055205.5264,6125690.2234,1424218.738,0.503698,0.367055,0.566048,-0.539582,-0.0007,-0.0012,-0.0011,-0.00033,8e-05,0.00028,-0.0147,-0.0624,9.8203
1771240783.9459991,1055205.5264,6125690.2234,1424218.738,0.503698,0.367055,0.566048,-0.539582,-0.0007,-0.0012,-0.0011,-0.00087,0.00265,-9e-05,-0.0069,-0.1042,9.8025
1771240783.9927156,1055205.5264,6125690.2234,1424218.738,0.503698,0.367055,0.566048,-0.539582,-0.0007,-0.0012,-0.0011,-0.0006,0.00332,0.00041,-0.0262,-0.0891,9.8157
1771240784.043304,1055205.5264,6125690.2234,1424218.738,0.503698,0.367055,0.566048,-0.539582,-0.0007,-0.0012,-0.0011,0.00092,-0.00178,-0.00016,0.0206,-0.0844,9.8165
1771240784.0937245,1055205.5264,6125690.2234,1424218.7382,0.503721,0.367156,0.56598,-0.539563,0.0005,-0.0008,-0.0008,0.00164,-0.00164,-5e-05,0.0292,-0.0863,9.8103
1771240784.1420906,1055205.5264,6125690.2234,1424218.7382,0.503721,0.367156,0.56598,-0.539563,0.0005,-0.0008,-0.0008,-0.00162,-0.00357,0.0003,-0.0958,-0.0838,9.7803
1771240784.192468,1055205.5264,6125690.2234,1424218.7382,0.503721,0.367156,0.56598,-0.539563,0.0005,-0.0008,-0.0008,-0.00011,0.001,0.00027,-0.0281,-0.0973,9.7982
1771240784.2421737,1055205.5264,6125690.2234,1424218.7382,0.503721,0.367156,0.56598,-0.539563,0.0005,-0.0008,-0.0008,-0.00042,-0.0006,0.00036,-0.0101,-0.0927,9.8076
1771240784.293275,1055205.5264,6125690.2234,1424218.7382,0.503721,0.367156,0.56598,-0.539563,0.0005,-0.0008,-0.0008,-0.00064,0.00272,5e-05,0.0255,-0.1016,9.812
1771240784.3445153,1055205.5264,6125690.2234,1424218.7382,0.503721,0.367156,0.56598,-0.539563,0.0005,-0.0008,-0.0008,-0.00014,0.00164,-0.0001,0.0254,-0.0632,9.8341
1771240784.3917754,1055205.5262,6125690.2233,1424218.7378,0.503716,0.367171,0.565961,-0.539578,-0.0017,-0.0012,-0.0011,0.00044,-0.00282,-0.00027,-0.024,-0.0958,9.7832
1771240784.4436593,1055205.5262,6125690.2233,1424218.7378,0.503716,0.367171,0.565961,-0.539578,-0.0017,-0.0012,-0.0011,-0.00028,-0.00339,-0.00103,0.0068,-0.1036,9.8222
1771240784.4919975,1055205.5262,6125690.2233,1424218.7378,0.503716,0.367171,0.565961,-0.539578,-0.0017,-0.0012,-0.0011,0.00057,-0.0017,-0.0003,0.0161,-0.1215,9.8063
1771240784.5443594,1055205.5262,6125690.2233,1424218.7378,0.503716,0.367171,0.565961,-0.539578,-0.0017,-0.0012,-0.0011,-0.0004,0.00151,0.00033,0.0128,-0.0981,9.8067
1771240784.595886,1055205.5262,6125690.2233,1424218.7378,0.503716,0.367171,0.565961,-0.539578,-0.0017,-0.0012,-0.0011,0.00175,-0.0044,-0.00032,-0.002,-0.0756,9.8087
1771240784.643839,1055205.5268,6125690.2237,1424218.7379,0.503733,0.367215,0.56594,-0.539554,-0.0015,-0.0006,-0.0017,-0.00142,0.00187,0.00015,0.0202,-0.0695,9.7969
1771240784.7003157,1055205.5268,6125690.2237,1424218.7379,0.503733,0.367215,0.56594,-0.539554,-0.0015,-0.0006,-0.0017,-0.00184,-0.00023,-0.00029,0.0145,-0.0703,9.8123
1771240784.7418778,1055205.5268,6125690.2237,1424218.7379,0.503733,0.367215,0.56594,-0.539554,-0.0015,-0.0006,-0.0017,0.00019,-0.0012,2e-05,-0.031,-0.1017,9.8305
1771240784.7959144,1055205.5268,6125690.2237,1424218.7379,0.503733,0.367215,0.56594,-0.539554,-0.0015,-0.0006,-0.0017,-0.00042,-0.00012,0.00017,-0.0089,-0.0996,9.7937
1771240784.842226,1055205.5268,6125690.2237,1424218.7379,0.503733,0.367215,0.56594,-0.539554,-0.0015,-0.0006,-0.0017,-0.00034,0.00071,0.00029,0.0311,-0.086,9.8183
1771240784.8971798,1055205.5268,6125690.2237,1424218.7379,0.503733,0.367215,0.56594,-0.539554,-0.0015,-0.0006,-0.0017,-0.00034,0.00297,7e-05,0.0099,-0.0836,9.7868
1771240784.9426568,1055205.5266,6125690.2236,1424218.738,0.503722,0.36719,0.565968,-0.539552,-0.0008,-0.0015,-0.0014,-0.00032,-0.0003,0.00018,0.0204,-0.0848,9.8091
1771240784.996324,1055205.5266,6125690.2236,1424218.738,0.503722,0.36719,0.565968,-0.539552,-0.0008,-0.0015,-0.0014,-0.00147,-0.00207,0.00017,-0.0513,-0.0724,9.8029
1771240785.0420134,1055205.5266,6125690.2236,1424218.738,0.503722,0.36719,0.565968,-0.539552,-0.0008,-0.0015,-0.0014,0.00013,0.00162,0.00028,0.0576,-0.124,9.7893
1771240785.0954654,1055205.5266,6125690.2236,1424218.738,0.503722,0.36719,0.565968,-0.539552,-0.0008,-0.0015,-0.0014,0.00104,0.0011,-0.00062,0.0275,-0.082,9.7486
1771240785.1448874,1055205.5266,6125690.2236,1424218.738,0.503722,0.36719,0.565968,-0.539552,-0.0008,-0.0015,-0.0014,-0.00049,-0.00512,0.00068,0.0613,-0.0436,9.788
1771240785.2028997,1055205.5271,6125690.2242,1424218.7385,0.503713,0.367127,0.566011,-0.539559,-0.0009,-0.0009,-0.001,-0.0033,0.00824,0.0002,0.0139,-0.1279,9.8014
1771240785.2465937,1055205.5271,6125690.2242,1424218.7385,0.503713,0.367127,0.566011,-0.539559,-0.0009,-0.0009,-0.001,0.00033,-5e-05,-0.00071,0.0557,-0.1286,9.8723
